time (s)	det(V)
2840.864994	-1.630132	
2840.866479	-1.630044	
2840.868183	-1.630015	
2840.869670	-1.630104	
2840.871369	-1.630060	
2840.872852	-1.629991	
2840.874542	-1.629576	
2840.876043	-1.516002	
2840.877719	-1.300479	
2840.879262	-1.134576	
2840.880996	-0.958559	
2840.882543	-0.775166	
2840.884252	-0.592912	
2840.885801	-0.428915	
2840.887501	-0.240668	
2840.889054	-0.052235	
2840.890734	0.134703	
2840.892315	0.312126	
2840.893978	0.490996	
2840.895573	0.659086	
2840.897242	0.810776	
2840.898828	0.984203	
2840.900465	1.150496	
2840.902080	1.303887	
2840.903712	1.476508	
2840.905384	1.608766	
2840.906970	1.625141	
2840.908643	1.625081	
2840.910235	1.625150	
2840.911915	1.625141	
2840.913512	1.625206	
2840.915183	1.625137	
2840.916759	1.625133	
2840.918452	1.625137	
2840.920006	1.625250	
2840.921700	1.625085	
2840.923247	1.625149	
2840.924979	1.625222	
2840.926501	1.625109	
2840.928249	1.625113	
2840.929743	1.625218	
2840.931515	1.625182	
2840.932995	1.625226	
2840.934770	1.625258	
2840.936257	1.625153	
2840.938026	1.625242	
2840.939505	1.625141	
2840.941256	1.625198	
2840.942752	1.625262	
2840.944513	1.625290	
2840.946024	1.625150	
2840.947759	1.625278	
2840.949281	1.625266	
2840.951004	1.625258	
2840.952533	1.625117	
2840.954244	1.625270	
2840.955820	1.625238	
2840.957305	1.625186	
2840.958968	1.625117	
2840.960461	1.625182	
2840.962101	1.625113	
2840.963627	1.625258	
2840.965266	1.625242	
2840.966746	1.625242	
2840.968384	1.625270	
2840.969868	1.625234	
2840.971509	1.625149	
2840.973001	1.625226	
2840.974714	1.625246	
2840.976210	1.625210	
2840.977911	1.625246	
2840.979405	1.625129	
2840.981077	1.625274	
2840.982592	1.625157	
2840.984227	1.625403	
2840.985773	1.625282	
2840.987469	1.625262	
2840.989034	1.625242	
2840.990710	1.625246	
2840.992292	1.625117	
2840.993975	1.625335	
2840.995562	1.625125	
2840.997214	1.625202	
2840.998812	1.625166	
2841.000447	1.625234	
2841.002062	1.625109	
2841.003672	1.625351	
2841.005346	1.625109	
2841.006939	1.625242	
2841.008604	1.625190	
2841.010199	1.625294	
2841.011859	1.625206	
2841.013444	1.625226	
2841.015143	1.625226	
2841.016697	1.625218	
2841.018419	1.625190	
2841.019968	1.625274	
2841.021678	1.625194	
2841.023248	1.625331	
2841.024967	1.625214	
2841.026510	1.625186	
2841.028250	1.625214	
2841.029736	1.625222	
2841.031516	1.625262	
2841.032997	1.625234	
2841.034781	1.625202	
2841.036263	1.625182	
2841.038038	1.625190	
2841.039527	1.625226	
2841.041305	1.625230	
2841.042784	1.625202	
2841.044572	1.625129	
2841.046065	1.625194	
2841.047802	1.625158	
2841.049325	1.625170	
2841.051050	1.625246	
2841.052575	1.625222	
2841.054273	1.625154	
2841.055824	1.625198	
2841.057525	1.625153	
2841.059084	1.625214	
2841.060764	1.625154	
2841.062327	1.625117	
2841.063995	1.625214	
2841.065601	1.625146	
2841.067092	1.625206	
2841.068735	1.625186	
2841.070257	1.625085	
2841.071895	1.625129	
2841.073374	1.625129	
2841.075005	1.625186	
2841.076491	1.625101	
2841.078135	1.625073	
2841.079631	1.625057	
2841.081260	1.625250	
2841.082763	1.625162	
2841.084443	1.625186	
2841.085962	1.625157	
2841.087609	1.625242	
2841.089151	1.625113	
2841.090763	1.625254	
2841.092326	1.625154	
2841.093914	1.625254	
2841.095504	1.625133	
2841.097162	1.625129	
2841.098777	1.625166	
2841.100396	1.625278	
2841.102026	1.625186	
2841.103624	1.625218	
2841.105280	1.625073	
2841.106883	1.625186	
2841.108558	1.625017	
2841.110156	1.625129	
2841.111838	1.625109	
2841.113393	1.625178	
2841.115100	1.625158	
2841.116655	1.625206	
2841.118355	1.625133	
2841.119918	1.625141	
2841.121602	1.625093	
2841.123126	1.625214	
2841.124885	1.625190	
2841.126379	1.625226	
2841.128155	1.625145	
2841.129640	1.625129	
2841.131425	1.625101	
2841.132915	1.625089	
2841.134670	1.625141	
2841.136153	1.625129	
2841.137941	1.625230	
2841.139445	1.625142	
2841.141208	1.622285	
2841.142701	1.589459	
2841.144437	1.509251	
2841.145950	1.457132	
2841.147653	1.397586	
2841.149187	1.351824	
2841.150913	1.312491	
2841.152466	1.261312	
2841.154171	1.233818	
2841.155734	1.207026	
2841.157408	1.165232	
2841.158975	1.129259	
2841.160648	1.099369	
2841.162238	1.061366	
2841.163898	0.990270	
2841.165513	0.969621	
2841.167157	0.941866	
2841.168783	0.906529	
2841.170428	0.872691	
2841.172020	0.860973	
2841.173638	0.831776	
2841.175279	0.803404	
2841.176762	0.789611	
2841.178416	0.765602	
2841.179891	0.739076	
