time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5966.410677	35.733437	-0.077927	-0.100000	147
5970.912886	266.934540	1.078959	-0.030345	149
5972.939692	264.101135	1.115370	-0.012919	151
5974.928784	268.935913	1.091011	-0.014696	153
5976.956789	265.321564	1.052382	-0.029889	155
5978.972648	265.069244	1.085048	-0.012470	157
5980.964863	268.360413	1.051907	-0.017625	159
5982.985161	266.595581	1.018929	-0.027038	161
5985.012132	264.853119	1.029107	-0.021636	163
5987.018438	265.967957	1.031104	-0.018947	165
5989.019403	266.677094	1.012027	-0.021311	167
5991.024526	266.507996	0.991522	-0.023155	169
5993.034614	266.162964	0.978392	-0.023874	171
5995.046234	265.776947	0.965908	-0.024544	173
5997.058135	265.315857	0.953707	-0.024832	175
5999.071765	265.172241	0.941131	-0.024870	177
6001.091159	265.862396	0.925297	-0.022807	179
6003.115385	267.677307	0.916846	-0.021249	181
6005.132660	268.357300	0.923220	-0.023910	183
6007.130384	266.072510	0.926568	-0.029459	185
6009.127750	263.525177	0.891068	-0.026347	187
6011.154493	266.387207	0.860479	-0.017669	189
6013.180816	268.978333	0.878586	-0.024392	191
6015.173376	265.223389	0.886742	-0.032413	193
6017.175435	263.482086	0.840600	-0.023687	195
6019.209664	267.756409	0.825760	-0.019312	197
6021.225428	268.153656	0.846391	-0.028251	199
6023.215150	264.497803	0.837442	-0.030369	201
6025.221488	263.657349	0.801073	-0.024747	203
6027.249710	266.410950	0.786299	-0.021804	205
6029.274790	267.979523	0.789443	-0.024187	207
6031.284512	267.313843	0.791661	-0.025654	209
6033.285721	266.151062	0.784064	-0.025751	211
6035.287988	265.580627	0.770304	-0.025402	213
6037.294054	265.417969	0.755902	-0.025347	215
6039.303179	265.563019	0.743555	-0.024738	217
6041.316731	265.820587	0.733633	-0.024364	219
6043.332807	265.918274	0.722028	-0.025029	221
6045.353686	265.651306	0.712430	-0.025382	223
6047.376263	265.152100	0.707428	-0.025596	225
6049.392285	265.079681	0.707789	-0.024604	227
6051.394556	265.584656	0.706979	-0.023462	229
6053.387368	266.381866	0.694643	-0.022728	231
6055.388371	267.127716	0.671867	-0.024215	233
6057.412601	266.195496	0.654263	-0.027373	235
6059.445974	264.610474	0.654911	-0.026256	237
6061.459919	264.864441	0.663727	-0.022862	239
6063.452661	266.016357	0.658226	-0.021940	241
6065.446686	266.729279	0.637042	-0.022755	243
6067.458203	266.753235	0.617907	-0.024737	245
6069.484686	265.817841	0.608236	-0.024937	247
6071.511839	265.193359	0.607265	-0.023954	249
6073.530272	265.414062	0.606391	-0.022828	251
6075.541883	265.898682	0.601015	-0.022327	253
6077.551369	266.270844	0.592986	-0.022292	255
6079.561114	266.476318	0.584288	-0.022293	1
6081.572625	266.732513	0.576354	-0.022105	3
6083.586321	267.030823	0.568405	-0.021556	5
6085.599448	267.285187	0.562738	-0.021197	7
6087.609185	267.126984	0.557762	-0.021092	9
6089.609785	266.381592	0.553294	-0.021980	11
6091.603054	264.950836	0.544177	-0.023420	13
6093.598848	263.483612	0.529476	-0.024733	15
6095.609935	263.353577	0.514233	-0.022598	17
6097.637974	265.069763	0.505487	-0.019378	19
6099.671139	267.250519	0.504306	-0.018202	21
6101.690564	267.982758	0.506389	-0.019095	23
6103.695854	267.002716	0.505771	-0.020084	25
6105.687877	265.465973	0.498458	-0.020601	27
6107.682126	264.173096	0.485804	-0.021747	29
6109.683405	263.668610	0.472718	-0.021652	31
6111.695753	263.770294	0.463010	-0.020980	33
6113.710089	264.237305	0.457423	-0.019887	35
6115.725322	264.644745	0.452878	-0.019366	37
6117.736609	264.841187	0.448439	-0.019194	39
6119.746569	264.982239	0.442994	-0.018822	41
6121.754831	265.077393	0.436777	-0.018550	43
6123.759530	265.275635	0.429468	-0.018039	45
6125.767278	265.623962	0.420132	-0.017902	47
6127.781676	265.835236	0.412282	-0.018068	49
6129.806351	265.543732	0.405846	-0.018146	51
6131.839033	264.863373	0.405383	-0.017794	53
6133.869446	264.380310	0.407624	-0.016930	55
6135.884346	264.580414	0.409819	-0.016058	57
6137.884896	265.057343	0.408497	-0.015947	59
6139.876191	265.367157	0.400230	-0.016001	61
6141.867891	265.552216	0.386812	-0.015863	63
