crossing time (s)	slope (V/s)	crossing number
4235.813252	103.877665	2059
4236.803660	107.390199	2060
4237.817300	97.230792	2061
4238.827178	99.404908	2062
4239.847536	92.539673	2063
4240.794328	90.710734	2064
4241.867732	93.935670	2065
4242.853023	87.712949	2066
4243.862834	90.410000	2067
4244.837727	84.687140	2068
4245.856571	82.813058	2069
4246.892233	80.335083	2070
4247.893538	76.016588	2071
4248.887672	76.980767	2072
4249.907225	74.359306	2073
4250.886087	73.738443	2074
4251.949312	68.090124	2075
4252.907606	70.453070	2076
4253.945936	65.457632	2077
4254.904075	67.906796	2078
4255.971119	64.455341	2079
4256.928279	63.522589	2080
4257.980016	62.154762	2081
4258.944913	60.971530	2082
4259.994844	59.601821	2083
4260.979452	57.426106	2084
4262.019425	56.260674	2085
4262.980162	54.413639	2086
4264.025955	52.801217	2087
4264.978169	51.643518	2088
4266.051157	49.485441	2089
4266.995607	48.046222	2090
4268.056405	45.441912	2091
4269.019729	45.599762	2092
4270.089647	43.110107	2093
4271.028712	43.948360	2094
4272.095740	40.688328	2095
4273.047256	40.612979	2096
4274.101780	39.161268	2097
4275.056490	38.546068	2098
4276.114021	36.450218	2099
4277.093851	37.597072	2100
4278.105620	34.375507	2101
4279.115670	33.828768	2102
4280.125886	33.279966	2103
4281.144213	32.782325	2104
4282.125109	30.707388	2105
4283.135161	32.391710	2106
4284.159874	29.046215	2107
4285.142382	28.711258	2108
4286.190358	28.355990	2109
4287.137564	28.237614	2110
4288.224734	25.498027	2111
4289.144915	25.483860	2112
4290.207774	23.839607	2113
4291.173634	23.899288	2114
4292.253294	22.922473	2115
4293.195675	24.110818	2116
4294.235383	22.506342	2117
4295.225854	22.036788	2118
4296.236496	22.095778	2119
4297.247954	20.056357	2120
4298.246031	20.227515	2121
4299.270829	19.247510	2122
4300.260776	18.737924	2123
4301.294964	19.105457	2124
4302.271347	17.914031	2125
4303.304303	18.317015	2126
4304.290054	18.391092	2127
4305.306960	16.844675	2128
4306.309652	15.958963	2129
4307.322529	14.729263	2130
4308.325616	15.163384	2131
4309.319177	14.537263	2132
4310.316342	13.792641	2133
4311.347344	14.069143	2134
4312.323629	13.442198	2135
4313.376847	13.161462	2136
4314.353590	12.127926	2137
4315.396086	14.167120	2138
