time (s)	magX	magY	magZ
4236.758793	-54.178841	221.098785	-847.106934
4236.762129	-54.763298	205.493851	-858.562256
4236.765458	-55.581535	190.765625	-869.140808
4236.768801	-56.224430	175.628296	-879.953308
4236.772125	-57.159554	159.380478	-890.590271
4236.775456	-58.620689	142.548218	-899.473938
4236.778789	-59.146698	126.534187	-910.286438
4236.782125	-59.964931	109.175919	-917.650513
4236.785453	-60.958504	92.694328	-924.956116
4236.788792	-61.952072	74.926941	-930.859192
4236.792128	-62.828754	56.867332	-936.879089
4236.795498	-64.231445	39.392166	-943.892456
4236.800088	-66.393921	3.039158	-951.957886
4236.803013	-68.030396	-16.364700	-955.464661
4236.806348	-69.199303	-34.248978	-956.984253
4236.809668	-70.543541	-52.951492	-957.977783
4236.813003	-72.413788	-71.361771	-957.977783
4236.815907	-74.050262	-88.778488	-956.808838
4236.819237	-76.095848	-106.545876	-953.769653
4236.822643	-77.206314	-123.553482	-951.841064
4236.825882	-79.719460	-140.853302	-947.749878
4236.829232	-81.005257	-157.451782	-943.132690
4236.832114	-82.583282	-174.108704	-935.125610
4236.835458	-84.336647	-189.888947	-930.976013
4236.838786	-85.330215	-205.201630	-923.144348
4236.842124	-87.375801	-219.754532	-913.968445
4236.845454	-88.720047	-234.658096	-905.786133
4236.848818	-90.940971	-247.282288	-895.908813
4236.852116	-92.752777	-260.432495	-885.973083
4236.855451	-93.337234	-272.238434	-874.459351
4236.858787	-94.915253	-284.219757	-864.173035
4236.862118	-96.434830	-295.675049	-849.912354
4236.865450	-97.369957	-306.545868	-836.353027
4236.868784	-97.486847	-316.598480	-824.138000
4236.872114	-98.655754	-326.475739	-811.864380
4236.875454	-100.233780	-335.359436	-797.136169
4236.878786	-100.000000	-342.840424	-782.933960
4236.882120	-100.467560	-350.555237	-767.738159
4236.885448	-100.935127	-357.802460	-753.419067
4236.888787	-100.642899	-364.874329	-739.509033
4236.892131	-101.110458	-370.952667	-723.670410
4236.895447	-101.519585	-376.271179	-708.299255
4236.898785	-101.344238	-382.115723	-691.583862
4236.902118	-101.168907	-386.031555	-676.212769
4236.906739	-100.701347	-393.863251	-645.470459
4236.909659	-100.759796	-397.253052	-628.229065
4236.912998	-100.526009	-400.000000	-612.565735
4236.916374	-99.941551	-401.987122	-596.668640
4236.919695	-100.350677	-403.857361	-581.706604
4236.922648	-100.175331	-405.143219	-565.575684
4236.925870	-100.409111	-406.429016	-550.204590
4236.929219	-100.058449	-408.182343	-533.313843
4236.932541	-99.473991	-408.474579	-518.351868
4236.935482	-98.597313	-408.825256	-503.097595
4236.938780	-98.305084	-408.065460	-487.784912
4236.942105	-98.597313	-406.955017	-472.530701
4236.945443	-98.363533	-406.487427	-456.984222
4236.948773	-98.889534	-405.201630	-443.015778
4236.952106	-98.246643	-403.857361	-429.456482
4236.955446	-97.837517	-401.636444	-414.436005
4236.958776	-97.954407	-400.000000	-400.935120
4236.962104	-97.194626	-397.603760	-387.551147
4236.965434	-97.486847	-396.610168	-373.991821
4236.968769	-97.954407	-393.921692	-361.133850
4236.972100	-97.837517	-390.882507	-348.217407
4236.975436	-97.545296	-387.901794	-336.236115
4236.978793	-97.486847	-384.745758	-323.845703
4236.982105	-97.253067	-381.706604	-312.682648
4236.985497	-96.668610	-378.959686	-301.461121
4236.988778	-96.960846	-375.862061	-291.057861
4236.992103	-96.259499	-372.530670	-281.005249
4236.995439	-96.025719	-368.790161	-270.543549
4236.998773	-95.558151	-365.225006	-260.490936
4237.002107	-94.739922	-362.127411	-252.542374
4237.005431	-94.739922	-358.796021	-243.132660
4237.008774	-93.746346	-354.763306	-235.710114
4237.012102	-93.571014	-351.081238	-226.709534
4237.016293	-92.986557	-344.009338	-208.825256
4237.019645	-91.934547	-340.444183	-201.870255
4237.023071	-91.817650	-337.288147	-195.441254
4237.026364	-90.999420	-333.080078	-187.317352
4237.029248	-90.824081	-329.339569	-180.713028
4237.032593	-89.246056	-325.715942	-174.517822
4237.035858	-89.187607	-322.209229	-167.971939
4237.039186	-88.661598	-318.644073	-162.361191
4237.042537	-87.609581	-315.663361	-155.523087
4237.045427	-87.083580	-311.981293	-148.684982
4237.048768	-86.382233	-307.948578	-143.775574
4237.052095	-86.206894	-304.967865	-138.047928
4237.055431	-85.271767	-301.052032	-132.846283
4237.058764	-85.505554	-297.954407	-127.118645
4237.062098	-84.570427	-294.038574	-121.157219
4237.065430	-84.278198	-290.414948	-117.007599
4237.068763	-83.401520	-287.726471	-111.864410
4237.072108	-83.109299	-284.102875	-107.130341
4237.075427	-82.758621	-281.005249	-103.389832
4237.078761	-82.758621	-277.966095	-98.305084
4237.082096	-81.940392	-274.517822	-94.389252
4237.085426	-81.706604	-271.303314	-89.830505
4237.088758	-81.355927	-268.673309	-85.973114
4237.092135	-81.589714	-264.991241	-82.466393
4237.095436	-81.180595	-261.659851	-78.901222
4237.098758	-80.888367	-259.614258	-74.985390
4237.102096	-80.596146	-257.042664	-70.660431
4237.105429	-80.362358	-253.886597	-67.796616
4237.108763	-80.187019	-250.379898	-64.231445
4237.112089	-80.303917	-247.516083	-61.484509
4237.115453	-79.602570	-245.295135	-58.971363
4237.118761	-79.427238	-242.957336	-56.282879
4237.123379	-79.076561	-238.340164	-50.672119
4237.126300	-78.959671	-236.060791	-48.275860
4237.129691	-78.258331	-233.080078	-45.528931
4237.133038	-78.199883	-231.268265	-43.015781
4237.136347	-78.550552	-229.514908	-40.268848
4237.139187	-77.732315	-226.884872	-38.924606
4237.142512	-77.615425	-225.073059	-37.112801
4237.145842	-77.440094	-222.852142	-34.190533
4237.149184	-77.673874	-221.332550	-32.963181
4237.152512	-77.264755	-218.527176	-31.560490
4237.155420	-76.504967	-217.124481	-30.157801
4237.158767	-76.446518	-215.721802	-28.345997
4237.162085	-75.803627	-213.383987	-26.475746
4237.165423	-75.686737	-212.799530	-25.014612
4237.168758	-75.394508	-210.227936	-24.254822
4237.172087	-74.751610	-208.825256	-21.858562
4237.175415	-74.225601	-207.422562	-21.040327
4237.178753	-74.576271	-206.370544	-19.462303
4237.182087	-74.400940	-204.617187	-18.468731
4237.185414	-74.108711	-202.805374	-16.130919
4237.188778	-73.758034	-201.928680	-15.955583
4237.192088	-73.407364	-200.701355	-14.143775
4237.195453	-73.465813	-198.655762	-13.676212
4237.198756	-73.348923	-198.129745	-12.507306
4237.202093	-73.056694	-196.376389	-11.046172
4237.205421	-72.706017	-194.915253	-10.344828
4237.208746	-72.881355	-194.213913	-9.643483
4237.212082	-72.881355	-192.285217	-8.533022
4237.215419	-72.881355	-191.759201	-7.071887
4237.218744	-72.530678	-190.590302	-6.078317
4237.222081	-72.413788	-189.129166	-5.727644
4237.225419	-72.530678	-188.077148	-5.493863
4237.228745	-72.063118	-187.492691	-3.740503
4237.233431	-72.530678	-185.680893	-1.753361
4237.236350	-72.121567	-184.511978	-1.402689
4237.239715	-72.180008	-183.927521	-0.642899
4237.242949	-72.004677	-182.524841	0.467563
4237.246290	-71.770897	-181.414383	1.987142
4237.249172	-71.829338	-181.063705	1.987142
4237.252500	-72.296898	-180.946808	2.162478
4237.255832	-72.063118	-179.836349	2.746932
4237.259177	-71.537109	-179.018112	3.331385
4237.262497	-71.887787	-178.199890	3.682057
4237.265411	-72.355347	-178.199890	3.682057
4237.268751	-72.238457	-178.375214	4.324956
4237.272075	-72.296898	-176.914078	4.675628
4237.275405	-72.063118	-177.790756	4.558738
4237.278796	-72.472237	-177.089417	4.208066
4237.282108	-72.764465	-176.621857	5.026300
4237.285409	-72.589127	-176.563416	4.967855
4237.288753	-72.004677	-176.738754	4.675628
4237.292077	-72.004677	-176.621857	5.084745
4237.295408	-72.530678	-176.037415	4.558738
4237.298744	-72.822914	-176.212738	4.208066
4237.302079	-72.822914	-176.388077	5.260082
4237.305410	-72.121567	-176.388077	5.026300
4237.308740	-72.589127	-176.504974	3.682057
4237.312073	-72.764465	-176.621857	4.149620
4237.315408	-72.413788	-176.446518	3.915838
4237.318741	-72.296898	-176.972534	3.974284
4237.322077	-72.939804	-176.914078	3.682057
4237.325407	-72.121567	-177.264755	3.389831
4237.328739	-71.946228	-177.206314	3.974284
4237.332088	-72.530678	-178.082993	3.331385
4237.335401	-71.770897	-178.375214	3.506721
4237.338740	-72.180008	-178.725891	3.214494
4237.342982	-72.764465	-178.959671	2.220923
4237.346272	-72.589127	-180.537704	2.104033
4237.349582	-72.647568	-179.719467	2.454705
4237.352912	-72.296898	-180.654587	2.045588
4237.356273	-72.881355	-180.713028	1.636470
4237.359156	-72.706017	-181.180603	0.935126
4237.362511	-72.822914	-181.881943	0.526008
4237.365858	-73.173584	-182.583282	0.818235
4237.369233	-73.465813	-183.459961	-0.058445
4237.372079	-73.348923	-184.102875	-1.285798
4237.375406	-73.582703	-184.219757	-0.935126
