time (s)	det(V)
4236.756627	-1.630003	
4236.758401	-1.630007	
4236.759888	-1.630108	
4236.761656	-1.630096	
4236.763158	-1.630048	
4236.764913	-1.630039	
4236.766415	-1.630152	
4236.768138	-1.630011	
4236.769670	-1.630076	
4236.771396	-1.630052	
4236.772929	-1.630060	
4236.774619	-1.630019	
4236.776167	-1.630060	
4236.777874	-1.630060	
4236.779450	-1.630088	
4236.781141	-1.629947	
4236.782711	-1.624456	
4236.784369	-1.455432	
4236.785954	-1.295197	
4236.787616	-1.122781	
4236.789226	-0.932854	
4236.790851	-0.767101	
4236.792477	-0.588131	
4236.794099	-0.414454	
4236.795735	-0.245945	
4236.797335	-0.095544	
4236.798989	0.086093	
4236.800479	0.251935	
4236.802066	0.419252	
4236.803552	0.566765	
4236.805197	0.765159	
4236.806683	0.949753	
4236.808286	1.111297	
4236.809792	1.281473	
4236.811370	1.454268	
4236.812927	1.588576	
4236.814452	1.624626	
4236.816059	1.625129	
4236.817635	1.625125	
4236.819252	1.625202	
4236.820778	1.625242	
4236.822448	1.625049	
4236.823935	1.625218	
4236.825652	1.625153	
4236.827131	1.625154	
4236.828836	1.625154	
4236.830318	1.625174	
4236.832025	1.625194	
4236.833561	1.625166	
4236.835316	1.625162	
4236.836806	1.625230	
4236.838579	1.625278	
4236.840066	1.625178	
4236.841841	1.625194	
4236.843328	1.625266	
4236.845083	1.625319	
4236.846567	1.625254	
4236.848311	1.625133	
4236.849817	1.625198	
4236.851573	1.625258	
4236.853080	1.625178	
4236.854799	1.625238	
4236.856322	1.625182	
4236.858047	1.625238	
4236.859585	1.625174	
4236.861301	1.625246	
4236.862853	1.625101	
4236.864569	1.625294	
4236.866127	1.625105	
4236.867808	1.625230	
4236.869375	1.625113	
4236.871055	1.625295	
4236.872643	1.625250	
4236.874292	1.625303	
4236.875896	1.625141	
4236.877543	1.625311	
4236.879167	1.625238	
4236.880792	1.625198	
4236.882409	1.625186	
4236.884023	1.625250	
4236.885686	1.625149	
4236.887266	1.625242	
4236.888964	1.625218	
4236.890546	1.625278	
4236.892250	1.625190	
4236.893831	1.625246	
4236.895502	1.625258	
4236.897063	1.625206	
4236.898780	1.625206	
4236.900333	1.625194	
4236.902055	1.625121	
4236.903588	1.625186	
4236.905328	1.625137	
4236.906826	1.625085	
4236.908387	1.625234	
4236.909890	1.625105	
4236.911484	1.625222	
4236.913038	1.625170	
4236.914581	1.625210	
4236.916168	1.625218	
4236.917659	1.625186	
4236.919319	1.625145	
4236.920807	1.625234	
4236.922458	1.625182	
4236.923964	1.625190	
4236.925652	1.625125	
4236.927138	1.625190	
4236.928860	1.625145	
4236.930347	1.625198	
4236.932075	1.625113	
4236.933561	1.625242	
4236.935278	1.625182	
4236.936762	1.625254	
4236.938540	1.625125	
4236.940027	1.625113	
4236.941804	1.625214	
4236.943283	1.625174	
4236.945063	1.625222	
4236.946557	1.625129	
4236.948349	1.625242	
4236.949837	1.625266	
4236.951605	1.625174	
4236.953109	1.625157	
4236.954846	1.625218	
4236.956368	1.625162	
