time (s)	magX	magY	magZ
6414.594756	-56.107540	-158.796021	-4.032730
6414.598083	-56.808884	-159.205139	-4.500292
6414.600989	-56.458210	-159.848053	-4.675628
6414.604356	-56.984222	-159.906479	-5.318527
6414.607650	-56.925774	-160.783173	-5.786090
6414.610987	-56.867332	-160.607834	-6.078317
6414.614324	-57.860901	-161.250732	-6.312099
6414.617692	-57.393337	-161.893631	-5.902981
6414.620989	-57.510227	-162.185852	-6.253653
6414.624318	-58.036240	-162.419647	-7.247224
6414.627653	-57.451786	-163.530106	-8.182350
6414.630985	-57.627117	-163.997665	-9.351256
6414.634322	-57.977791	-164.114563	-8.825249
6414.637655	-57.568676	-164.465225	-9.935710
6414.640981	-57.977791	-164.991241	-10.520164
6414.644315	-58.153130	-165.341904	-10.344828
6414.647651	-58.036240	-165.692581	-10.403274
6414.650985	-57.860901	-165.809464	-10.929281
6414.654317	-58.620689	-166.569260	-11.396844
6414.657652	-58.270020	-167.445938	-10.929281
6414.661011	-57.860901	-167.445938	-11.689071
6414.664318	-58.386909	-168.030396	-11.572180
6414.667646	-57.919346	-168.381058	-11.747516
6414.670978	-58.211571	-168.614838	-11.221508
6414.674311	-58.562244	-169.433075	-11.396844
6414.677650	-58.679134	-170.134430	-12.916424
6414.681853	-57.860901	-171.770889	-12.565751
6414.685191	-57.977791	-171.829346	-13.559322
6414.688569	-57.860901	-173.348923	-14.085330
6414.691911	-57.919346	-173.232025	-14.436002
6414.695157	-58.153130	-174.108704	-14.786674
6414.698075	-57.919346	-175.277618	-16.014027
6414.701407	-58.211571	-176.154297	-16.715372
6414.704769	-57.860901	-177.732330	-17.182934
6414.708073	-58.094681	-178.842789	-19.111629
6414.710977	-58.386909	-180.245468	-21.040327
6414.714309	-58.737583	-181.063705	-21.741673
6414.717644	-59.088253	-183.518402	-22.910578
6414.720974	-59.555817	-184.395081	-24.254822
6414.724311	-58.737583	-185.973114	-25.891293
6414.727641	-59.438927	-187.317352	-26.709526
6414.730971	-59.964931	-189.012283	-28.988895
6414.734333	-60.607834	-191.057861	-31.209818
6414.737659	-61.016949	-192.811234	-33.255405
6414.740977	-61.367619	-194.564575	-35.300995
6414.744308	-61.893631	-196.785507	-37.288136
6414.747641	-61.893631	-198.772644	-38.515488
6414.750972	-62.478085	-200.409119	-41.145531
6414.754308	-63.004089	-202.805374	-43.775570
6414.757635	-63.004089	-204.967850	-46.113384
6414.760970	-63.354759	-206.195206	-48.918758
6414.764306	-63.588543	-208.416122	-50.730568
6414.767640	-63.822330	-211.163071	-54.354179
6414.770968	-64.874344	-212.390427	-55.523087
6414.774300	-64.699005	-214.611343	-58.386909
6414.777654	-64.640564	-216.481598	-61.133839
6414.780971	-64.757454	-218.877838	-63.880772
6414.784303	-64.991234	-220.806549	-65.634132
6414.788561	-65.341911	-224.839279	-70.309761
6414.791907	-65.108124	-227.060196	-72.238457
6414.795155	-65.225014	-229.631805	-75.160721
6414.798481	-65.458801	-230.976028	-77.673874
6414.801825	-65.458801	-234.073639	-80.596146
6414.804726	-65.341911	-235.476334	-82.583282
6414.808072	-65.341911	-237.931030	-84.979546
6414.811399	-65.809471	-239.567490	-87.960258
6414.814743	-65.751022	-241.905304	-91.233200
6414.818085	-65.984802	-244.535355	-94.330803
6414.820968	-65.926361	-246.347168	-98.129745
6414.824341	-66.043251	-248.509644	-101.285805
6414.827640	-66.101692	-251.782578	-105.552307
6414.830966	-66.627708	-253.945068	-108.708359
6414.834307	-66.861488	-256.458221	-113.676216
6414.837634	-67.095268	-259.322021	-116.715370
6414.840968	-66.919930	-261.835205	-122.618355
6414.844300	-66.978378	-265.575684	-126.767967
6414.847628	-67.621269	-267.971954	-131.969604
6414.850961	-68.264175	-270.485077	-137.112793
6414.854295	-68.907074	-273.290466	-143.249557
