time (s)	det(V)
5246.799971	-0.510070	
5246.801578	-0.527347	
5246.803220	-0.551759	
5246.804827	-0.565790	
5246.806459	-0.581685	
5246.808088	-0.598121	
5246.809679	-0.614915	
5246.811353	-0.610641	
5246.812930	-0.627769	
5246.814615	-0.645909	
5246.816200	-0.653196	
5246.817861	-0.672661	
5246.819420	-0.702116	
5246.821117	-0.731688	
5246.822653	-0.746000	
5246.824360	-0.776821	
5246.825880	-0.797676	
5246.827611	-0.807880	
5246.829094	-0.817306	
5246.830868	-0.856372	
5246.832353	-0.868381	
5246.834105	-0.895455	
5246.835589	-0.931045	
5246.837363	-0.970595	
5246.838842	-0.990004	
5246.840615	-1.035206	
5246.842136	-1.066139	
5246.843618	-1.083763	
5246.845188	-1.103615	
5246.846672	-1.138379	
5246.848348	-1.169888	
5246.849833	-1.197100	
5246.851456	-1.228166	
5246.852972	-1.269440	
5246.854608	-1.313023	
5246.856082	-1.339819	
5246.857727	-1.374833	
5246.859212	-1.416160	
5246.860911	-1.449196	
5246.862395	-1.474123	
5246.864100	-1.522185	
5246.865580	-1.551777	
5246.867277	-1.588781	
5246.868777	-1.619796	
5246.870432	-1.629830	
5246.871961	-1.630048	
5246.873596	-1.630003	
5246.875150	-1.630052	
5246.876828	-1.629959	
5246.878396	-1.630003	
5246.880072	-1.629902	
5246.881656	-1.630104	
5246.883320	-1.629967	
5246.884920	-1.630003	
5246.886539	-1.630003	
5246.888170	-1.630172	
5246.889794	-1.629923	
5246.891407	-1.630092	
5246.893026	-1.629951	
5246.894701	-1.630120	
5246.896291	-1.629971	
5246.897969	-1.630124	
5246.899545	-1.629947	
5246.901244	-1.630176	
5246.902823	-1.629975	
5246.904488	-1.630124	
5246.906043	-1.629991	
5246.907733	-1.630104	
5246.909273	-1.630039	
5246.911013	-1.630088	
5246.912522	-1.630044	
5246.914273	-1.630044	
5246.915749	-1.630027	
5246.917529	-1.630019	
5246.919009	-1.630056	
5246.920784	-1.630036	
5246.922273	-1.630084	
5246.924061	-1.630060	
5246.925538	-1.630144	
5246.927298	-1.630031	
5246.928790	-1.630072	
5246.930526	-1.630003	
5246.932042	-1.630023	
5246.933750	-1.629987	
5246.935275	-1.630072	
5246.936991	-1.630104	
5246.938539	-1.630112	
5246.940224	-1.630056	
5246.941778	-1.630180	
5246.943462	-1.630052	
5246.945033	-1.630080	
5246.946691	-1.630084	
5246.948277	-1.630140	
5246.949909	-1.629967	
5246.951519	-1.630148	
5246.953044	-1.630068	
5246.954679	-1.630148	
5246.956159	-1.630100	
5246.957796	-1.630160	
5246.959273	-1.630096	
5246.960926	-1.630112	
5246.962410	-1.630132	
5246.964022	-1.630104	
5246.965540	-1.630100	
5246.967128	-1.630116	
5246.968658	-1.630221	
5246.970312	-1.630011	
5246.971844	-1.630213	
5246.973463	-1.630060	
5246.975025	-1.630249	
5246.976605	-1.630164	
5246.978181	-1.630148	
5246.979721	-1.630092	
5246.981388	-1.630189	
5246.982964	-1.630116	
5246.984650	-1.630140	
5246.986222	-1.630031	
5246.987906	-1.630136	
5246.989483	-1.630136	
5246.991159	-1.630112	
5246.992720	-1.630136	
5246.994420	-1.630189	
5246.995975	-1.630060	
5246.997688	-1.630225	
5246.999208	-1.630104	
5247.000953	-1.630124	
5247.002456	-1.630051	
5247.004194	-1.630084	
5247.005686	-1.630124	
5247.007469	-1.630040	
5247.008956	-1.630048	
