crossing time (s)	slope (V/s)	crossing number
5245.299543	70.408775	3044
5247.146026	73.245382	3045
5248.089439	74.550009	3046
5249.103302	69.717495	3047
5250.123748	75.264038	3048
5251.139275	73.138769	3049
5252.141177	66.386842	3050
5253.135979	66.752593	3051
5254.127630	64.027102	3052
5255.179234	63.355296	3053
5256.144258	65.497807	3054
5257.186997	61.206095	3055
5258.152437	59.520894	3056
5259.203808	57.712480	3057
5260.134241	60.643425	3058
5261.219714	55.314188	3059
5262.172516	60.297992	3060
5263.230538	55.208199	3061
5264.185485	57.287597	3062
5265.235488	55.526548	3063
5266.194121	55.578083	3064
5267.239368	50.217715	3065
5268.209991	52.563254	3066
5269.246477	51.237053	3067
5270.237343	49.609824	3068
5271.274288	50.110939	3069
5272.241715	47.124452	3070
5273.291735	47.100484	3071
5274.266911	44.715771	3072
5275.292685	44.814956	3073
5276.291428	44.772066	3074
5277.306530	42.893709	3075
5278.294656	43.620202	3076
5279.322910	41.864869	3077
5280.303837	41.524845	3078
5281.349076	41.237972	3079
5282.300853	40.098686	3080
5283.367329	39.305555	3081
5284.307421	39.657528	3082
5285.380132	37.728830	3083
5286.314915	35.862744	3084
5287.403885	37.145331	3085
5288.334074	35.381274	3086
5289.424473	35.492498	3087
5290.354385	34.415466	3088
5291.425876	34.467274	3089
5292.367362	31.996892	3090
5293.422559	33.025965	3091
5294.399236	32.047799	3092
5295.426132	32.321443	3093
5296.420334	31.273673	3094
5297.429864	31.648858	3095
5298.441095	30.122956	3096
5299.449166	30.574602	3097
5300.451642	29.983304	3098
5301.457385	29.666705	3099
5302.449702	28.302577	3100
5303.482663	27.183495	3101
5304.455360	26.961561	3102
5305.515061	27.269178	3103
5306.457511	26.577537	3104
5307.532790	26.014979	3105
5308.456282	25.466136	3106
5309.551798	24.581814	3107
5310.476936	24.427639	3108
5311.563541	23.131362	3109
5312.488520	23.244940	3110
5313.580625	23.073812	3111
5314.495649	22.698073	3112
5315.588867	21.842913	3113
5316.509689	21.812490	3114
5317.611129	21.294795	3115
5318.515217	20.695639	3116
5319.606733	21.342992	3117
5320.550316	19.222454	3118
5321.619616	19.925175	3119
5322.567533	19.718694	3120
5323.606904	19.109948	3121
5324.589033	18.411232	3122
5325.624923	18.770221	3123
5326.623116	18.450274	3124
5327.629970	17.137493	3125
5328.638606	17.812296	3126
5329.636541	17.465801	3127
5330.632592	17.720258	3128
5331.669895	15.991678	3129
5332.629458	16.683102	3130
5333.676460	15.719274	3131
5334.636218	15.384816	3132
5335.722207	14.901172	3133
5336.635717	14.454664	3134
5337.740894	13.959477	3135
5338.644558	13.816982	3136
5339.760953	13.984774	3137
5340.651909	12.801864	3138
5341.771108	12.828896	3139
5342.656665	12.606733	3140
5343.811386	12.900396	3141
5344.648073	13.482154	3142
5345.619754	32.666558	3143
NaN	NaN	3144
NaN	NaN	3145
