time (s)	det(V)
4033.157116	-0.177516	
4033.158884	-0.201388	
4033.160374	-0.204993	
4033.161893	-0.217533	
4033.163462	-0.229284	
4033.165028	-0.237586	
4033.166587	-0.231338	
4033.168078	-0.229074	
4033.169737	-0.248402	
4033.171231	-0.241373	
4033.172872	-0.246493	
4033.174395	-0.263267	
4033.176011	-0.288339	
4033.177495	-0.284033	
4033.179196	-0.305774	
4033.180674	-0.313875	
4033.182397	-0.317025	
4033.183902	-0.309012	
4033.185617	-0.326519	
4033.187107	-0.322946	
4033.188814	-0.323538	
4033.190299	-0.334874	
4033.192084	-0.359141	
4033.193567	-0.363761	
4033.195306	-0.372531	
4033.196815	-0.389595	
4033.198573	-0.392459	
4033.200091	-0.388652	
4033.201819	-0.393478	
4033.203342	-0.407098	
4033.205054	-0.400677	
4033.206600	-0.407444	
4033.208308	-0.431087	
4033.209857	-0.446636	
4033.211553	-0.444569	
4033.213122	-0.468659	
4033.214806	-0.474637	
4033.216374	-0.476131	
4033.218041	-0.474955	
4033.219641	-0.495918	
4033.221300	-0.490645	
4033.222905	-0.503633	
4033.224532	-0.523331	
4033.226164	-0.555384	
4033.227787	-0.554454	
4033.229434	-0.581178	
4033.231039	-0.597299	
4033.232684	-0.603366	
4033.234268	-0.604284	
4033.235953	-0.630972	
4033.237514	-0.638746	
4033.239193	-0.653047	
4033.240737	-0.679807	
4033.242441	-0.719087	
4033.243985	-0.732667	
4033.245689	-0.763254	
4033.247196	-0.797225	
4033.248949	-0.814003	
4033.250428	-0.820996	
4033.252207	-0.857891	
4033.253689	-0.882295	
4033.255455	-0.905889	
4033.256938	-0.939251	
4033.258711	-0.989629	
4033.260199	-1.025550	
4033.261950	-1.058026	
4033.263468	-1.106712	
4033.265200	-1.145352	
4033.266717	-1.167608	
4033.268433	-1.206981	
4033.269961	-1.249436	
4033.271497	-1.275612	
4033.273135	-1.324068	
4033.274627	-1.378833	
4033.276251	-1.444511	
4033.277770	-1.473910	
4033.279425	-1.542778	
4033.280905	-1.590030	
4033.282563	-1.621435	
4033.284037	-1.629842	
4033.285670	-1.629999	
4033.287153	-1.630064	
4033.288859	-1.630160	
4033.290344	-1.630011	
4033.292043	-1.630027	
4033.293545	-1.630108	
4033.295222	-1.630011	
4033.296731	-1.630100	
4033.298373	-1.629991	
4033.299919	-1.630052	
4033.301612	-1.629975	
4033.303175	-1.630060	
4033.304854	-1.629935	
4033.306418	-1.630140	
4033.308099	-1.629971	
4033.309694	-1.630039	
4033.311331	-1.630003	
4033.312944	-1.630072	
4033.314592	-1.630007	
4033.316183	-1.630112	
4033.317807	-1.630031	
4033.319463	-1.630144	
4033.321044	-1.629971	
4033.322725	-1.630088	
4033.324310	-1.630007	
4033.325988	-1.630048	
4033.327571	-1.629919	
4033.329234	-1.630189	
4033.330800	-1.630100	
4033.332503	-1.630031	
4033.334036	-1.629971	
4033.335760	-1.630132	
4033.337293	-1.630027	
4033.339006	-1.630084	
4033.340504	-1.630040	
4033.342263	-1.630084	
4033.343750	-1.629971	
4033.345537	-1.630092	
4033.347039	-1.630185	
4033.348831	-1.630136	
4033.350314	-1.630116	
4033.352091	-1.630036	
4033.353574	-1.630152	
4033.355327	-1.630124	
4033.356817	-1.630064	
4033.358574	-1.630096	
4033.360094	-1.630052	
4033.361825	-1.630084	
4033.363351	-1.630104	
4033.365066	-1.630096	
4033.366604	-1.630172	
4033.368329	-1.630056	
4033.369888	-1.630156	
4033.371584	-1.630128	
4033.373153	-1.630152	
4033.374818	-1.630040	
4033.376400	-1.630241	
4033.378078	-1.630068	
4033.379694	-1.630164	
4033.381193	-1.630164	
4033.382818	-1.630209	
4033.384353	-1.630201	
4033.385982	-1.630189	
4033.387467	-1.630160	
4033.389119	-1.630156	
4033.390609	-1.630237	
4033.392245	-1.630052	
4033.393727	-1.630237	
4033.395362	-1.630213	
4033.396851	-1.630249	
4033.398524	-1.630172	
4033.400047	-1.630305	
4033.401691	-1.630112	
4033.403235	-1.630213	
4033.404839	-1.630237	
4033.406428	-1.630217	
4033.408006	-1.630136	
4033.409626	-1.630249	
4033.411186	-1.630188	
4033.412812	-1.630245	
4033.414430	-1.630172	
4033.416069	-1.630241	
4033.417668	-1.630168	
4033.419338	-1.630205	
4033.420914	-1.630221	
4033.422603	-1.630213	
4033.424168	-1.630116	
4033.425882	-1.630253	
4033.427441	-1.630104	
4033.429151	-1.630164	
4033.430707	-1.630160	
4033.432405	-1.630277	
4033.433935	-1.630140	
4033.435672	-1.630132	
4033.437178	-1.630140	
4033.438953	-1.630217	
4033.440435	-1.630185	
4033.442222	-1.630128	
4033.443716	-1.630108	
4033.445517	-1.630172	
4033.446991	-1.630180	
4033.448766	-1.630156	
4033.450244	-1.630051	
4033.452018	-1.630128	
4033.453514	-1.630201	
4033.455277	-1.630092	
4033.456787	-1.630168	
4033.458523	-1.630108	
4033.460037	-1.630156	
4033.461766	-1.630116	
4033.463293	-1.630100	
4033.464990	-1.630084	
4033.466543	-1.629999	
