crossing time (s)	slope (V/s)	crossing number
4032.566471	97.766264	1868
4033.519321	97.168699	1869
4034.584732	102.286224	1870
4035.565078	92.338786	1871
4036.587673	96.381057	1872
4037.569867	89.105114	1873
4038.575487	86.909399	1874
4039.588421	84.292991	1875
4040.597262	77.875686	1876
4041.593831	77.107695	1877
4042.611841	71.284847	1878
4043.603056	68.199310	1879
4044.635621	64.875886	1880
4045.615309	61.895288	1881
4046.656365	57.342955	1882
4047.633711	56.161384	1883
4048.670219	51.883069	1884
4049.640609	50.181373	1885
4050.697377	49.294332	1886
4051.657830	46.698273	1887
4052.745347	44.775958	1888
4053.675520	41.614932	1889
4054.740805	40.461766	1890
4055.694571	35.923991	1891
4056.736086	37.722208	1892
4057.728070	34.989224	1893
4058.746818	34.839044	1894
4059.747248	32.125818	1895
4060.770223	30.469985	1896
4061.732887	31.798928	1897
4062.809600	26.194250	1898
4063.747518	27.169168	1899
4064.799390	27.515770	1900
4065.795840	24.218103	1901
4066.791157	23.655539	1902
4067.799337	23.403768	1903
