crossing time (s)	slope (V/s)	crossing number
3923.932886	111.498010	1768
3925.925006	97.908016	1769
3926.910522	100.116858	1770
3927.979704	94.463367	1771
3928.912745	90.111329	1772
3929.978451	93.481171	1773
3930.934911	85.173300	1774
3931.982231	86.516996	1775
3932.935974	77.279161	1776
3933.978527	79.452830	1777
3934.986770	71.730850	1778
3936.010678	71.495167	1779
3936.996566	69.296078	1780
3938.008425	64.851622	1781
3939.002564	62.901232	1782
3940.024279	60.371178	1783
3941.018138	57.413538	1784
3942.073926	54.404072	1785
3943.028623	51.758618	1786
3944.091468	49.816311	1787
3945.040706	47.455807	1788
3946.087961	45.860023	1789
3947.071450	42.654481	1790
3948.108249	42.304558	1791
3949.096237	40.127409	1792
3950.115437	39.913353	1793
3951.099676	36.205195	1794
3952.118717	36.244592	1795
3953.129527	34.444254	1796
3954.126927	32.745472	1797
3955.153666	30.788329	1798
3956.148913	29.657677	1799
3957.153191	27.647940	1800
3958.168877	26.190546	1801
3959.186432	23.774183	1802
3960.192819	24.118715	1803
3961.198560	22.603893	1804
3962.191652	21.965729	1805
3963.217649	21.293320	1806
3964.219077	19.841050	1807
3965.230557	20.447553	1808
3966.233297	18.429697	1809
3967.237385	16.366886	1810
3968.264534	16.009450	1811
3969.228848	15.155528	1812
3970.309287	15.032728	1813
3971.227533	14.124508	1814
3972.327644	12.224985	1815
3973.216574	12.902419	1816
3974.333275	11.743470	1817
3975.244638	11.186391	1818
3976.373369	11.624435	1819
3977.288729	9.909126	1820
3978.343343	9.450759	1821
3979.326800	8.949258	1822
3980.343032	8.543784	1823
3981.362958	8.562819	1824
3982.356626	8.191812	1825
3983.369792	8.298061	1826
3984.362584	7.884482	1827
3985.375135	6.587661	1828
3986.405505	6.692988	1829
3987.401553	6.526811	1830
3988.443229	6.147039	1831
3989.356890	5.427757	1832
3990.477695	5.188536	1833
3991.360028	5.243686	1834
3992.517431	4.678753	1835
3993.375120	5.275434	1836
