time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3925.919119	176.234909	0.013724	-0.100000	233
3927.942500	89.381927	1.173674	-0.027590	235
3929.961202	88.939560	1.130639	-0.025947	237
3931.974088	89.010117	1.099028	-0.023715	239
3933.981777	89.745110	1.063262	-0.022670	241
3935.989518	90.576859	1.012260	-0.023937	243
3938.004887	90.712868	0.956360	-0.026068	245
3940.031429	90.120544	0.907425	-0.026488	247
3942.060532	89.169540	0.866001	-0.025499	249
3944.083635	88.544823	0.833608	-0.022367	251
3946.095746	88.901779	0.807443	-0.020274	253
3948.101029	89.684776	0.775340	-0.020068	255
3950.106593	90.178062	0.734859	-0.020660	1
3952.117447	90.199371	0.695471	-0.020378	3
3954.132536	89.988106	0.660619	-0.019430	5
3956.150381	89.812309	0.629922	-0.018632	7
3958.168043	89.600616	0.600720	-0.017543	9
3960.184475	89.340179	0.572503	-0.016700	11
3962.197295	89.013084	0.544987	-0.015863	13
3964.212489	88.639595	0.516917	-0.015070	15
3966.231662	88.455215	0.488533	-0.013904	17
3968.259974	88.939392	0.461003	-0.012776	19
3970.296235	89.938400	0.433951	-0.012297	21
3972.330797	91.106812	0.410012	-0.012986	23
3974.351938	91.632439	0.392417	-0.013953	25
3976.362202	91.177574	0.382086	-0.013267	27
3978.354513	89.818962	0.371634	-0.011837	29
3980.348949	88.416679	0.355747	-0.010628	31
3982.353096	87.567154	0.334107	-0.009210	33
3984.372634	87.615013	0.312369	-0.007909	35
3986.404803	88.440338	0.292997	-0.007498	37
3988.443911	89.334534	0.275514	-0.007689	39
3990.480619	90.022552	0.258175	-0.008072	41
3992.512696	90.142075	0.243824	-0.008230	43
