crossing time (s)	slope (V/s)	crossing number
6797.453147	18.154353	4540
6799.835654	76.998281	4541
6800.765674	73.590030	4542
6801.832662	71.376120	4543
6802.773222	75.898932	4544
6803.853121	68.574473	4545
6804.798316	74.929794	4546
6805.842000	69.260868	4547
6806.816985	71.591918	4548
6807.868234	66.471679	4549
6808.846839	71.947089	4550
6809.854356	70.483277	4551
6810.851989	71.489458	4552
6811.881381	70.553689	4553
6812.874960	69.784906	4554
6813.882050	67.746311	4555
6814.889800	68.956565	4556
6815.915274	66.641752	4557
6816.903407	65.454975	4558
6817.885876	62.752376	4559
6818.923748	64.546743	4560
6819.920376	62.295805	4561
6820.928964	62.537526	4562
6821.912340	63.035728	4563
6822.919776	60.551794	4564
6823.924544	61.915987	4565
6824.938622	59.389279	4566
6825.922713	60.747725	4567
6826.918039	59.613070	4568
6827.948116	60.881042	4569
6828.972039	59.222936	4570
6829.959531	60.166126	4571
6830.956269	57.643494	4572
6831.980869	58.076684	4573
6832.981899	57.055548	4574
6834.010359	57.554375	4575
6834.975215	55.105574	4576
6836.016446	57.435808	4577
6836.978596	52.508737	4578
6838.014519	54.695434	4579
6839.012471	52.815728	4580
6840.030516	54.944021	4581
6841.019024	51.920719	4582
6842.041722	53.023509	4583
6843.044566	50.199031	4584
6844.033977	52.699524	4585
6845.066843	49.687671	4586
6846.057714	50.550808	4587
6847.070187	49.825624	4588
6848.065182	50.740840	4589
6849.094291	50.015339	4590
6850.072478	49.533382	4591
6851.077691	49.435523	4592
6852.069197	47.011018	4593
6853.104511	48.657441	4594
6854.094963	45.485833	4595
6855.092574	47.956199	4596
6856.114472	44.750104	4597
6857.104809	47.074481	4598
6858.130348	43.244397	4599
6859.121279	45.558604	4600
6860.147836	41.938543	4601
6861.111418	45.025285	4602
6862.164929	40.845329	4603
6863.134961	42.729436	4604
6864.183458	40.768598	4605
6865.133310	42.598378	4606
6866.199732	40.688146	4607
6867.145162	40.488910	4608
6868.199459	40.249688	4609
6869.163800	40.382413	4610
6870.222202	39.229556	4611
6871.158974	39.402044	4612
6872.232418	37.912568	4613
6873.179038	39.187054	4614
6874.242191	37.434703	4615
6875.182493	37.816887	4616
6876.251413	37.124903	4617
6877.186825	37.799534	4618
6878.254621	35.704582	4619
6879.210543	36.908493	4620
6880.276629	35.633427	4621
6881.221230	36.200069	4622
6882.281312	34.590318	4623
6883.234004	35.825246	4624
6884.291092	33.683057	4625
6885.250673	35.297739	4626
6886.297902	33.662103	4627
6887.252525	34.582851	4628
6888.307962	31.919535	4629
6889.266411	32.860410	4630
6890.316243	31.899137	4631
6891.287721	32.962564	4632
6892.320324	30.857443	4633
6893.303913	32.065767	4634
6894.324473	31.160406	4635
6895.323163	31.715506	4636
6896.327487	30.326188	4637
6897.334044	30.865061	4638
6898.346404	30.784153	4639
6899.351924	30.103943	4640
6900.350337	29.719822	4641
6901.363802	30.128959	4642
6902.356710	29.400310	4643
6903.378198	29.861532	4644
6904.365720	28.411441	4645
6905.383161	28.651130	4646
6906.383496	28.264631	4647
6907.400598	28.181952	4648
6908.401177	27.912605	4649
6909.404005	27.050040	4650
6910.401641	28.366818	4651
6911.408690	26.438871	4652
6912.421315	27.529586	4653
6913.415402	25.427721	4654
6914.432830	27.217373	4655
6915.422800	26.154617	4656
6916.449213	26.228459	4657
6917.423575	25.268734	4658
6918.461992	24.640905	4659
6919.447340	23.515563	4660
6920.470072	25.173537	4661
6921.452986	23.876188	4662
6922.487494	24.893565	4663
6923.472175	24.284705	4664
6924.484759	24.929599	4665
6925.484595	23.319045	4666
6926.486439	23.580527	4667
6927.504906	22.410817	4668
6928.501098	23.573237	4669
6929.513070	22.351777	4670
6930.510673	21.703948	4671
6931.531625	21.792603	4672
6932.521429	22.205327	4673
6933.547023	21.979105	4674
6934.540715	20.804575	4675
6935.540760	21.906585	4676
6936.544602	21.264315	4677
6937.558109	20.457004	4678
6938.558069	20.270759	4679
6939.563444	20.604833	4680
6940.583280	19.559714	4681
6941.563007	20.699159	4682
6942.577021	19.764588	4683
6943.579262	19.200778	4684
6944.592777	19.329244	4685
6945.592290	20.326023	4686
6946.621074	19.187167	4687
6947.587580	18.786663	4688
6948.632874	18.857180	4689
6949.605971	18.839474	4690
6950.648817	16.872793	4691
6951.610261	18.066890	4692
6952.646735	17.920755	4693
6953.614655	18.092125	4694
6954.673410	16.851344	4695
