time (s)	det(V)
4438.605391	-1.630132	
4438.606965	-1.630015	
4438.608663	-1.630116	
4438.610205	-1.630031	
4438.611910	-1.630076	
4438.613443	-1.630044	
4438.615152	-1.630108	
4438.616661	-1.630092	
4438.618397	-1.630148	
4438.619888	-1.630080	
4438.621677	-1.630108	
4438.623155	-1.630152	
4438.624937	-1.630273	
4438.626414	-1.630168	
4438.628186	-1.630072	
4438.629665	-1.630088	
4438.631403	-1.630160	
4438.632909	-1.630136	
4438.634662	-1.630108	
4438.636180	-1.630273	
4438.637900	-1.630152	
4438.639432	-1.630197	
4438.641124	-1.630160	
4438.642674	-1.630245	
4438.644366	-1.630172	
4438.645949	-1.630213	
4438.647437	-1.630189	
4438.649078	-1.630285	
4438.650587	-1.630285	
4438.652244	-1.630241	
4438.653723	-1.630225	
4438.655362	-1.630261	
4438.656836	-1.630265	
4438.658481	-1.630205	
4438.659957	-1.630140	
4438.661648	-1.630225	
4438.663141	-1.630309	
4438.664836	-1.630132	
4438.666335	-1.630193	
4438.667998	-1.630205	
4438.669509	-1.630233	
4438.671154	-1.630213	
4438.672697	-1.630277	
4438.674327	-1.630156	
4438.675896	-1.630209	
4438.677561	-1.630168	
4438.679146	-1.630132	
4438.680805	-1.630112	
4438.682397	-1.630209	
4438.684044	-1.630056	
4438.685637	-1.630237	
4438.687259	-1.630039	
4438.688899	-1.630253	
4438.690508	-1.629987	
4438.692177	-1.630120	
4438.693757	-1.630027	
4438.695442	-1.630180	
4438.697009	-1.630044	
4438.698691	-1.630205	
4438.700257	-1.630136	
4438.701922	-1.630193	
4438.703481	-1.630080	
4438.705195	-1.630305	
4438.706715	-1.630060	
4438.708456	-1.630080	
4438.709939	-1.630160	
4438.711684	-1.630116	
4438.713166	-1.630084	
4438.714944	-1.630084	
4438.716426	-1.630144	
4438.718203	-1.630064	
4438.719687	-1.630124	
4438.721443	-1.630036	
4438.722934	-1.630108	
4438.724684	-1.630096	
4438.726196	-1.630164	
4438.727921	-1.630048	
4438.729452	-1.630039	
4438.731173	-1.629991	
4438.732715	-1.630168	
4438.734423	-1.629991	
4438.735974	-1.630100	
4438.737663	-1.630044	
4438.739227	-1.630076	
4438.740906	-1.629987	
4438.742493	-1.630084	
4438.744149	-1.629971	
4438.745738	-1.630104	
4438.747373	-1.629987	
4438.748991	-1.630084	
4438.750633	-1.629874	
4438.752250	-1.615529	
4438.753862	-1.419536	
4438.755483	-1.226748	
4438.756970	-1.051734	
4438.758631	-0.862532	
4438.760105	-0.703554	
4438.761749	-0.510670	
4438.763226	-0.329629	
