time (s)	det(V)
2780.164063	-1.630084	
2780.165540	-1.630124	
2780.167313	-1.630084	
2780.168809	-1.630104	
2780.170560	-1.630189	
2780.172067	-1.630124	
2780.173791	-1.630015	
2780.175319	-1.630128	
2780.177025	-1.630048	
2780.178572	-1.630148	
2780.180260	-1.630056	
2780.181813	-1.630152	
2780.183497	-1.630011	
2780.185069	-1.630116	
2780.186734	-1.630040	
2780.188326	-1.630152	
2780.189958	-1.629999	
2780.191572	-1.567435	
2780.193227	-1.346623	
2780.194833	-1.154948	
2780.196449	-0.974318	
2780.198113	-0.801865	
2780.199713	-0.620816	
2780.201385	-0.449867	
2780.202970	-0.302301	
2780.204658	-0.143380	
2780.206247	0.030716	
2780.207940	0.194443	
2780.209525	0.353614	
2780.211224	0.549979	
2780.212804	0.720638	
2780.214499	0.890492	
2780.216045	1.067142	
2780.217743	1.252204	
2780.219280	1.400639	
2780.221013	1.564362	
2780.222526	1.622982	
2780.224286	1.625125	
2780.225789	1.625101	
2780.227584	1.625202	
2780.229067	1.625242	
2780.230842	1.625142	
2780.232324	1.625170	
2780.234114	1.625194	
2780.235598	1.625142	
2780.237361	1.625162	
2780.238862	1.625210	
2780.240626	1.625157	
2780.242130	1.625141	
2780.243710	1.625093	
2780.245260	1.625166	
2780.246783	1.625093	
2780.248434	1.625101	
2780.249925	1.625178	
2780.251546	1.625101	
2780.253078	1.625174	
2780.254721	1.625093	
2780.256197	1.625142	
2780.257934	1.625129	
2780.259409	1.625113	
2780.261130	1.625142	
2780.262603	1.625198	
2780.264319	1.625170	
2780.265803	1.625117	
2780.267495	1.625117	
2780.268995	1.625161	
2780.270724	1.625226	
2780.272200	1.625153	
2780.273966	1.625178	
2780.275464	1.625230	
2780.277220	1.625150	
2780.278732	1.625186	
2780.280463	1.625234	
2780.281985	1.625238	
2780.283718	1.625274	
2780.285264	1.625125	
2780.286986	1.625266	
2780.288530	1.625210	
2780.290230	1.625250	
2780.291786	1.625234	
2780.293464	1.625282	
2780.295041	1.625210	
2780.296715	1.625258	
2780.298309	1.625170	
2780.299963	1.625282	
2780.301555	1.625210	
2780.303213	1.625282	
2780.304807	1.625178	
2780.306440	1.625448	
2780.308086	1.625214	
2780.309674	1.625226	
2780.311354	1.625234	
2780.312936	1.625283	
2780.314628	1.625190	
2780.316219	1.625274	
2780.317904	1.625162	
2780.319488	1.625254	
2780.321184	1.625206	
2780.322737	1.625383	
2780.324431	1.625210	
2780.325975	1.625214	
2780.327684	1.625246	
2780.329197	1.625250	
2780.330952	1.625194	
2780.332441	1.625331	
2780.334219	1.625234	
2780.335706	1.625170	
2780.337507	1.625230	
2780.338998	1.625210	
2780.340773	1.625234	
2780.342258	1.625222	
2780.344012	1.625266	
2780.345499	1.625137	
2780.347270	1.625234	
2780.348795	1.625218	
2780.350286	1.625162	
2780.351898	1.625162	
2780.353407	1.625190	
2780.355057	1.625145	
2780.356551	1.625262	
2780.358182	1.625157	
2780.359708	1.625154	
2780.361338	1.625242	
2780.362832	1.625214	
2780.364502	1.625190	
2780.365972	1.625170	
2780.367695	1.625206	
2780.369182	1.625109	
2780.370883	1.625182	
2780.372369	1.625206	
2780.374076	1.625222	
2780.375554	1.625133	
2780.377239	1.625222	
2780.378749	1.625174	
2780.380388	1.625226	
2780.381938	1.625133	
2780.383638	1.625190	
2780.385197	1.625117	
2780.386874	1.625218	
2780.388434	1.625101	
2780.390124	1.625174	
2780.391693	1.625081	
2780.393362	1.625230	
2780.394962	1.625190	
2780.396601	1.625331	
2780.398216	1.625137	
2780.399857	1.625214	
2780.401471	1.625057	
2780.403075	1.625222	
2780.404710	1.625129	
2780.406308	1.625266	
2780.407986	1.625194	
2780.409575	1.625246	
2780.411266	1.625121	
2780.412855	1.625121	
2780.414522	1.625093	
2780.416081	1.625230	
2780.417784	1.625101	
2780.419351	1.625222	
2780.421073	1.625170	
2780.422630	1.625194	
2780.424335	1.625149	
2780.425848	1.625266	
2780.427604	1.625145	
2780.429089	1.625174	
2780.430867	1.625210	
2780.432364	1.625117	
2780.434150	1.625202	
2780.435641	1.625142	
2780.437428	1.625161	
2780.438913	1.625174	
2780.440665	1.625133	
2780.442163	1.625210	
2780.443935	1.625137	
2780.445448	1.625113	
2780.447205	1.625198	
2780.448716	1.625000	
2780.450441	1.624428	
2780.451967	1.607203	
2780.453685	1.490704	
2780.455226	1.446211	
2780.456925	1.383801	
2780.458506	1.332134	
2780.459999	1.292688	
2780.461663	1.265010	
2780.463166	1.233081	
2780.464801	1.189350	
2780.466337	1.151439	
2780.467973	1.110830	
2780.469462	1.063719	
2780.471118	1.017429	
2780.472610	1.004438	
2780.474238	0.953145	
2780.475740	0.919638	
2780.477455	0.913526	
2780.478938	0.892527	
2780.480626	0.853920	
2780.482116	0.843317	
2780.483798	0.813532	
2780.485319	0.789712	
2780.486957	0.749828	
2780.488516	0.723660	
2780.490125	0.707119	
2780.491716	0.684939	
2780.493380	0.659198	
2780.494978	0.669112	
2780.496623	0.645696	
2780.498224	0.621171	
2780.499881	0.616845	
2780.501500	0.603535	
2780.503129	0.571768	
2780.504761	0.551018	
2780.506376	0.546450	
2780.508054	0.528117	
2780.509653	0.516479	
2780.511291	0.519315	
2780.512895	0.515069	
2780.514584	0.488075	
2780.516148	0.492273	
