time (s)	det(V)
3143.161077	-1.630056	
3143.162564	-1.630031	
3143.164142	-1.630068	
3143.165678	-1.630164	
3143.167321	-1.629983	
3143.168888	-1.629778	
3143.170477	-1.503591	
3143.172078	-1.304229	
3143.173637	-1.122129	
3143.175246	-0.933221	
3143.176773	-0.746512	
3143.178462	-0.536620	
3143.180068	-0.340284	
3143.181722	-0.135654	
3143.183322	0.056070	
3143.185014	0.274691	
3143.186596	0.457400	
3143.188297	0.644080	
3143.189867	0.823131	
3143.191568	1.025643	
3143.193137	1.193233	
3143.194811	1.377335	
3143.196371	1.549562	
3143.198084	1.623514	
3143.199615	1.625222	
3143.201359	1.625206	
3143.202855	1.625053	
3143.204613	1.625206	
3143.206093	1.625109	
3143.207862	1.625154	
3143.209341	1.625194	
3143.211122	1.625133	
3143.212617	1.625137	
3143.214404	1.625198	
3143.215891	1.625113	
3143.217648	1.625278	
3143.219160	1.625182	
3143.220909	1.625162	
3143.222425	1.625198	
3143.224173	1.625234	
3143.225713	1.625113	
3143.227426	1.625154	
3143.228969	1.625149	
3143.230676	1.625174	
3143.232221	1.625137	
3143.233909	1.625182	
3143.235473	1.625129	
3143.237141	1.625162	
3143.238729	1.625186	
3143.240396	1.625242	
3143.241987	1.625142	
3143.243649	1.625170	
3143.245246	1.625105	
3143.246894	1.625226	
3143.248514	1.625166	
3143.250138	1.625315	
3143.251815	1.625170	
3143.253404	1.625246	
3143.255063	1.625178	
3143.256540	1.625142	
3143.258111	1.625089	
3143.259607	1.625166	
3143.261245	1.625182	
3143.262741	1.625178	
3143.264360	1.625250	
3143.265880	1.625105	
3143.267469	1.625290	
3143.269015	1.625186	
3143.270572	1.625206	
3143.272174	1.625198	
3143.273667	1.625186	
3143.275312	1.625141	
3143.276868	1.625186	
3143.278490	1.625093	
3143.279989	1.625282	
3143.281688	1.625206	
3143.283166	1.625270	
3143.284905	1.625157	
3143.286378	1.625226	
3143.288091	1.625194	
3143.289632	1.625274	
3143.291360	1.625158	
3143.292864	1.625226	
3143.294608	1.625234	
3143.296097	1.625246	
3143.297894	1.625214	
3143.299373	1.625198	
3143.301161	1.625234	
3143.302649	1.625190	
3143.304436	1.625278	
3143.305916	1.625266	
3143.307661	1.625250	
3143.309164	1.625226	
3143.310929	1.625262	
3143.312439	1.625234	
3143.314159	1.625274	
3143.315686	1.625198	
3143.317428	1.625282	
3143.318969	1.625262	
3143.320690	1.625299	
3143.322233	1.625165	
3143.323941	1.625270	
3143.325507	1.625226	
3143.327184	1.625302	
3143.328751	1.625194	
3143.330443	1.625250	
3143.332025	1.625206	
3143.333672	1.625278	
3143.335263	1.625262	
3143.336895	1.625194	
3143.338518	1.625186	
3143.340160	1.625226	
3143.341780	1.625242	
3143.343406	1.625202	
3143.345052	1.625097	
3143.346656	1.625202	
3143.348346	1.625186	
3143.349936	1.625250	
3143.351618	1.625202	
3143.353204	1.625214	
3143.354870	1.625226	
3143.356439	1.625246	
3143.358143	1.625129	
3143.359709	1.625246	
3143.361417	1.625198	
3143.362940	1.625262	
3143.364670	1.625170	
3143.366175	1.625125	
3143.367928	1.625214	
3143.369413	1.625170	
3143.370954	1.625162	
3143.372482	1.625134	
3143.374039	1.625121	
3143.375590	1.625178	
3143.377097	1.625142	
3143.378751	1.625150	
3143.380244	1.625149	
3143.381873	1.625141	
3143.383396	1.625166	
3143.385042	1.625206	
3143.386517	1.625097	
3143.388226	1.625166	
3143.389708	1.625161	
3143.391425	1.625149	
3143.392924	1.625041	
3143.394646	1.625109	
3143.396128	1.625077	
3143.397841	1.625198	
3143.399320	1.625153	
3143.401096	1.625254	
3143.402580	1.625202	
3143.404315	1.625174	
3143.405824	1.625093	
3143.407552	1.625182	
3143.409069	1.625165	
3143.410804	1.625291	
3143.412336	1.625194	
3143.414059	1.625210	
3143.415597	1.625137	
3143.417302	1.625194	
3143.418851	1.625142	
3143.420545	1.625158	
3143.422111	1.625073	
3143.423790	1.625133	
3143.425357	1.625041	
3143.427021	1.622128	
3143.428611	1.589636	
3143.430277	1.526250	
3143.431887	1.490716	
3143.433514	1.439678	
3143.435146	1.407266	
3143.436753	1.368449	
3143.438421	1.310195	
3143.440022	1.260776	
3143.441679	1.222676	
3143.443289	1.183480	
3143.444971	1.142597	
3143.446539	1.118214	
3143.448226	1.091337	
3143.449793	1.040084	
3143.451499	1.018766	
3143.453049	0.975156	
3143.454745	0.926631	
3143.456292	0.884192	
3143.458010	0.848248	
3143.459507	0.808162	
3143.461271	0.776084	
3143.462757	0.755926	
3143.464533	0.726790	
3143.466020	0.702072	
3143.467788	0.676863	
3143.469269	0.659859	
3143.471045	0.621655	
3143.472544	0.585380	
3143.474325	0.554784	
3143.475829	0.526663	
3143.477579	0.494223	
3143.479096	0.486110	
3143.480663	0.476720	
3143.482233	0.451684	
3143.483727	0.429552	
3143.485380	0.426100	
3143.486868	0.405104	
3143.488508	0.379629	
3143.490031	0.340079	
3143.491669	0.345356	
3143.493145	0.321114	
3143.494790	0.304630	
3143.496270	0.302072	
3143.497956	0.300086	
3143.499442	0.281862	
3143.501167	0.270595	
3143.502669	0.272806	
3143.504359	0.249168	
3143.505849	0.229361	
3143.507529	0.224325	
3143.509045	0.208192	
3143.510775	0.199632	
3143.512305	0.187369	
3143.514023	0.196147	
3143.515565	0.194757	
3143.517274	0.186221	
3143.518830	0.183047	
3143.520530	0.174805	
3143.522092	0.168614	
3143.523763	0.156742	
3143.525339	0.155244	
3143.527003	0.134832	
3143.528598	0.140955	
3143.530236	0.148129	
3143.531841	0.157193	
3143.533452	0.147223	
3143.535099	0.157616	
3143.536718	0.154728	
3143.538349	0.143058	
3143.539961	0.125845	
3143.541629	0.140387	
3143.543210	0.126413	
3143.544913	0.115085	
3143.546478	0.129555	
3143.548179	0.138135	
3143.549731	0.131549	
3143.551400	0.141725	
3143.552943	0.137015	
3143.554651	0.125071	
3143.556148	0.106795	
3143.557926	0.128862	
3143.559408	0.110114	
3143.561177	0.109482	
3143.562660	0.115162	
3143.564456	0.123649	
3143.565941	0.110457	
3143.567697	0.119291	
3143.569195	0.127215	
3143.570953	0.116451	
3143.572449	0.086810	
3143.574204	0.109562	
3143.575715	0.087527	
3143.577427	0.081348	
3143.578960	0.089268	
3143.580677	0.082972	
3143.582224	0.085437	
3143.583913	0.087544	
3143.585473	0.083890	
3143.587157	0.082424	
3143.588747	0.064989	
3143.590240	0.057384	
3143.591866	0.060042	
3143.593398	0.043707	
3143.595055	0.049875	
3143.596541	0.046426	
3143.598203	0.066802	
3143.599674	0.051518	
3143.601320	0.053089	
3143.602807	0.050850	
3143.604507	0.047438	
3143.605992	0.022933	
3143.607682	0.033814	
3143.609167	0.021169	
3143.610834	0.007449	
3143.612353	0.004258	
3143.613976	0.011654	
3143.615538	0.014929	
3143.617154	0.011618	
3143.618721	0.015940	
3143.620398	0.006683	
3143.621984	-0.001519	
3143.623639	-0.009841	
3143.625235	-0.004882	
3143.626876	-0.021749	
3143.628501	-0.023872	
3143.630118	-0.007617	
3143.631771	-0.003094	
3143.633394	-0.013720	
3143.635054	-0.005237	
3143.636665	-0.007694	
3143.638319	-0.019807	
3143.639903	-0.032964	
3143.641599	-0.016109	
3143.643164	-0.035957	
3143.644853	-0.033278	
3143.646424	-0.019578	
3143.648120	-0.009881	
3143.649670	-0.024041	
3143.651376	-0.013104	
3143.652924	-0.010937	
3143.654665	-0.017318	
3143.656166	-0.027674	
3143.657938	-0.022611	
3143.659419	-0.030156	
3143.661182	-0.031888	
3143.662675	-0.020504	
3143.664427	-0.003347	
3143.665916	-0.002316	
3143.667686	-0.002642	
3143.669178	-0.004463	
3143.670915	0.001998	
3143.672417	-0.012044	
3143.674135	-0.002852	
3143.675656	-0.010183	
3143.677375	-0.011569	
3143.678913	-0.003968	
3143.680602	0.013088	
3143.682164	0.012415	
