time (s)	magX	magY	magZ
5688.550267	25.131502	310.695496	-599.240234
5688.553601	24.722383	303.214508	-613.559326
5688.556927	24.956165	294.739929	-626.826416
5688.560275	25.073057	285.622467	-641.788452
5688.563598	25.189949	275.686737	-655.347717
5688.566933	25.306839	265.458801	-669.257751
5688.570264	25.540621	255.406189	-683.109253
5688.573599	25.014612	243.717117	-696.843933
5688.576931	24.313267	232.495621	-709.234375
5688.580269	24.137930	220.046753	-721.975464
5688.583593	23.845703	206.428986	-732.846313
5688.586934	23.670368	192.752777	-745.704285
5688.590262	23.495031	177.732330	-757.276428
5688.593593	23.319696	163.588547	-766.627686
5688.596931	22.267679	148.918762	-778.141479
5688.600260	22.209234	133.313843	-786.791382
5688.603591	21.917007	116.890701	-796.142639
5688.607854	20.748100	84.395096	-811.922852
5688.611187	20.280537	68.790176	-817.299866
5688.614528	19.696083	51.957916	-823.962585
5688.617766	18.936295	35.710110	-828.521362
5688.621121	18.410286	18.527178	-833.372314
5688.624013	16.832262	1.753361	-836.060791
5688.627394	15.897136	-15.371127	-838.515503
5688.630679	15.078900	-32.203392	-841.028564
5688.634020	13.734658	-48.275860	-842.372925
5688.636928	12.273524	-64.991234	-841.554626
5688.640259	11.104617	-81.355927	-840.853333
5688.643589	9.760374	-97.311516	-837.580383
5688.646919	8.007013	-113.325539	-834.482788
5688.650277	6.428989	-129.105789	-830.800720
5688.653597	4.441847	-143.892456	-826.008240
5688.656926	2.279369	-158.679138	-821.916992
5688.660252	-0.116891	-173.173584	-814.728271
5688.663590	-2.513150	-186.966675	-808.182312
5688.666924	-5.026300	-200.818222	-800.116943
5688.670277	-7.130333	-213.968445	-789.888977
5688.673594	-9.117476	-226.183502	-781.531311
5688.676918	-11.747516	-237.463470	-771.478638
5688.680261	-14.319112	-250.029236	-761.542969
5688.683588	-17.182934	-260.958496	-749.327881
5688.686921	-19.403856	-271.537109	-736.586792
5688.690256	-21.449446	-281.005249	-724.371704
5688.693582	-24.021040	-290.590271	-711.455322
5688.696917	-26.826418	-299.883118	-697.545288
5688.700278	-28.813559	-307.773224	-682.291077
5688.703583	-30.917591	-316.306244	-668.614868
5688.706918	-33.430744	-323.436584	-652.951477
5688.711171	-37.814144	-335.534760	-622.033875
5688.714521	-39.216831	-341.087067	-606.604309
5688.717770	-41.262421	-345.645844	-589.947388
5688.721106	-42.957336	-349.912323	-574.284058
5688.724446	-44.301579	-353.886597	-558.796021
5688.727336	-46.054939	-356.282867	-541.846924
5688.730688	-47.106953	-360.315613	-524.839233
5688.734030	-48.509644	-361.835205	-510.344849
5688.737361	-49.795441	-363.237885	-493.454132
5688.740243	-50.789009	-364.991241	-477.907654
5688.743599	-51.957916	-365.867920	-462.127411
5688.746923	-52.834599	-366.218597	-445.879608
5688.750247	-54.003506	-365.867920	-432.086517
5688.753586	-54.354179	-366.043243	-416.014008
5688.756917	-55.756866	-365.341888	-402.104034
5688.760249	-56.282879	-364.289886	-388.135590
5688.763585	-57.334892	-363.179413	-373.758026
5688.766906	-57.568676	-362.068970	-360.257141
5688.770242	-58.386909	-359.614258	-346.522491
5688.773577	-58.328461	-357.393341	-334.307434
5688.776910	-59.380478	-354.646393	-322.033905
5688.780248	-60.374050	-352.951477	-309.935699
5688.783576	-60.490944	-349.327881	-296.902405
5688.786919	-61.309177	-347.516083	-286.148437
5688.790242	-62.244301	-344.301575	-275.102295
5688.793574	-62.594975	-341.203979	-264.056122
5688.796908	-62.711864	-337.521912	-253.769730
5688.800246	-63.004089	-334.716522	-242.548233
5688.803577	-63.646992	-331.268250	-232.904739
5688.806905	-64.173004	-327.819977	-223.378128
5688.810249	-64.932785	-323.553467	-213.383987
5688.813571	-65.225014	-320.105194	-204.675629
5688.816936	-65.634132	-316.773834	-180.187027
5688.821084	-66.861488	-308.299225	-178.550552
5688.824420	-67.036819	-305.026306	-170.309753
5688.827774	-67.329048	-300.409119	-162.010513
5688.831147	-67.504379	-296.317932	-153.711288
5688.834017	-68.147285	-292.577423	-146.464066
5688.837350	-68.497955	-288.369385	-139.625961
5688.840682	-68.848625	-284.395111	-132.261841
5688.844063	-69.023964	-280.128571	-126.241959
5688.847323	-69.257744	-277.030975	-118.819405
5688.850235	-68.731735	-272.589142	-113.150200
5688.853571	-69.374634	-268.907074	-105.961433
5688.856905	-69.082413	-264.582123	-101.402687
5688.860264	-69.140854	-260.958496	-95.967270
5688.863568	-69.257744	-257.568665	-90.005844
5688.866906	-69.374634	-253.477509	-84.570427
5688.870236	-68.848625	-250.438339	-80.128578
5688.873571	-68.614845	-245.412033	-75.336060
5688.876899	-68.556396	-242.314438	-70.543541
5688.880236	-67.796616	-239.099930	-66.803040
5688.883569	-68.322617	-236.060791	-63.237869
5688.886896	-67.679718	-232.554047	-58.094681
5688.890232	-67.738167	-228.930450	-54.061951
5688.893568	-67.562828	-225.832840	-51.022793
5688.896896	-67.036819	-222.676804	-47.749855
5688.900229	-66.393921	-219.929855	-44.067799
5688.903571	-66.861488	-216.598480	-40.677963
5688.906938	-66.393921	-213.325546	-37.521915
5688.910231	-66.744598	-210.987732	-35.067211
5688.913565	-66.510811	-207.948563	-32.144947
5688.916893	-66.101692	-205.143188	-29.748684
5688.920228	-66.218582	-202.513153	-26.943308
5688.923561	-65.692581	-200.350662	-24.663939
5688.928193	-65.458801	-194.681473	-19.754528
5688.931095	-65.751022	-192.168320	-17.592052
5688.934432	-65.458801	-189.596725	-15.312682
5688.937853	-65.692581	-187.434250	-13.617767
5688.940733	-65.926361	-184.453537	-10.870836
5688.944092	-65.575691	-182.349503	-9.351256
5688.947340	-65.634132	-180.713028	-8.007013
5688.950656	-65.809471	-178.141434	-6.019871
5688.953984	-65.517242	-175.978958	-3.623612
5688.957313	-65.867912	-173.465805	-1.519579
5688.960227	-65.634132	-171.887787	-0.642899
5688.963561	-65.867912	-169.842194	1.928697
5688.966888	-66.335472	-167.270599	3.506721
5688.970228	-66.043251	-165.341904	4.675628
5688.973554	-66.218582	-163.179428	6.195207
5688.976886	-65.049675	-161.367615	7.714787
5688.980222	-65.575691	-160.198715	8.357686
5688.983579	-65.575691	-158.737579	11.046172
5688.986886	-66.043251	-155.990646	11.747516
5688.990225	-65.400352	-154.471069	12.565751
5688.993554	-65.575691	-153.419052	13.851549
5688.996918	-65.458801	-151.957916	13.968439
5689.000225	-64.815895	-150.087662	16.540035
5689.003555	-65.341911	-148.451202	17.767387
5689.006885	-64.757454	-147.282288	18.585623
5689.010224	-64.289894	-145.412033	19.286966
5689.013554	-64.640564	-143.950897	19.812975
5689.016886	-64.406784	-143.015778	20.572765
5689.020220	-64.699005	-141.437759	21.040327
5689.023559	-64.056107	-140.561081	21.507891
5689.026917	-63.880772	-139.099945	22.443016
5689.030220	-64.056107	-137.989487	23.495031
5689.033553	-64.114555	-136.995911	24.137930
5689.037756	-63.471649	-135.008759	24.605494
5689.041149	-63.296318	-134.190536	25.540621
5689.044473	-63.763882	-132.904739	25.891293
5689.047765	-63.471649	-131.852722	25.891293
5689.051084	-63.588543	-131.268265	26.943308
5689.053975	-63.237869	-130.216248	27.644651
5689.057307	-63.179428	-129.807129	28.170660
5689.060639	-63.237869	-128.696671	28.930450
5689.063982	-63.588543	-128.346008	29.105785
5689.066884	-63.705437	-127.410873	29.281122
5689.070242	-63.646992	-127.527763	29.398012
5689.073551	-63.354759	-126.534187	29.748684
5689.076876	-63.646992	-126.066628	29.982466
5689.080210	-63.471649	-125.715958	29.631794
5689.083542	-63.763882	-125.073051	30.216248
5689.086926	-63.354759	-124.313271	31.034481
5689.090212	-63.705437	-124.137924	30.976036
5689.093547	-63.646992	-123.436584	31.560490
5689.096876	-63.646992	-122.618355	31.560490
5689.100214	-64.289894	-122.501457	31.385153
5689.103549	-64.056107	-122.326126	32.554062
5689.106881	-64.523674	-121.449448	31.969610
5689.110212	-64.114555	-121.390999	32.670956
5689.113574	-64.114555	-121.274117	32.729401
5689.116880	-63.822330	-120.748100	31.969610
5689.120212	-64.640564	-120.222092	32.437172
5689.123542	-64.348335	-120.222092	32.612507
5689.126872	-64.640564	-120.280540	32.963181
5689.130212	-64.406784	-119.520744	31.911165
5689.133541	-64.348335	-119.170082	32.670956
5689.136871	-64.932785	-119.462296	33.430744
5689.140208	-65.108124	-119.286964	33.372299
5689.144473	-64.640564	-119.462296	33.722969
5689.147745	-64.874344	-119.053185	33.021626
5689.151066	-64.348335	-119.286964	34.015198
5689.154387	-64.815895	-118.936302	33.313854
5689.157771	-64.874344	-119.579193	33.547634
5689.160633	-64.991234	-119.403862	33.547634
5689.163985	-64.815895	-119.462296	32.495617
5689.167323	-64.640564	-119.637642	32.554062
5689.170647	-64.757454	-119.754532	33.489189
5689.173598	-64.932785	-120.222092	33.313854
5689.176868	-64.874344	-119.696083	33.255405
5689.180207	-64.699005	-120.689651	33.138515
5689.183535	-65.108124	-121.040329	32.846291
5689.186868	-65.283463	-121.449448	33.021626
5689.190196	-65.809471	-122.267677	32.261837
5689.193532	-65.341911	-122.676804	31.852718
5689.196877	-66.043251	-123.261246	31.385153
5689.200201	-65.984802	-123.845711	31.268263
5689.203534	-66.803040	-124.663940	30.216248
5689.206865	-66.744598	-124.722382	30.099356
5689.210199	-67.153709	-125.774399	30.099356
5689.213536	-66.803040	-125.949738	29.982466
5689.216867	-67.329048	-126.767967	29.164230
5689.220197	-67.796616	-127.293983	28.988895
5689.223534	-67.796616	-127.644661	28.755114
5689.226866	-67.738167	-128.521332	27.995323
5689.230200	-68.381065	-129.690247	28.638224
5689.233532	-68.790176	-130.742249	27.001753
5689.236867	-68.907074	-131.735825	26.300409
5689.240203	-69.257744	-132.086502	26.358854
5689.243558	-69.666862	-132.963181	25.365284
5689.246867	-69.900642	-133.664520	25.599066
5689.251490	-70.660431	-135.534775	24.488602
5689.254382	-70.426651	-136.411453	23.436586
5689.257722	-70.835770	-137.755707	23.319696
5689.261075	-71.244881	-138.749268	22.559906
5689.264444	-71.829338	-140.210403	21.566336
5689.267346	-71.595558	-141.554642	20.338982
5689.270640	-71.770897	-141.905319	20.046755
5689.273983	-71.829338	-143.074219	20.105202
5689.277282	-72.355347	-144.944473	18.351841
5689.280199	-72.238457	-146.230286	17.767387
5689.283524	-73.056694	-146.931625	16.890707
5689.286859	-73.582703	-148.451202	17.124489
5689.290191	-73.641144	-150.087662	16.130919
5689.293531	-73.641144	-152.016373	14.552893
5689.296863	-74.284050	-153.126831	13.734658
5689.300191	-74.517830	-154.529510	12.682642
5689.303547	-74.868500	-156.575104	11.805962
5689.306863	-75.219170	-158.562241	10.169491
5689.310185	-76.388077	-159.789597	9.059030
5689.313523	-75.920517	-161.659851	7.539450
5689.316853	-76.446518	-163.530106	5.902981
5689.320193	-77.323204	-166.218597	5.260082
5689.323526	-77.615425	-167.679718	3.857393
5689.326860	-78.316772	-169.842194	1.461134
5689.330190	-78.725891	-171.537109	-0.175336
5689.333522	-79.018112	-173.991821	-2.045588
5689.336861	-79.894798	-176.212738	-3.214494
5689.340226	-80.187019	-179.076569	-5.786090
5689.343523	-81.005257	-181.063705	-7.890122
5689.346868	-81.881943	-183.869095	-9.877264
5689.350188	-83.050850	-185.973114	-11.689071
5689.353521	-83.343079	-188.135590	-13.793103
5689.356854	-83.927528	-190.940979	-16.481590
5689.361057	-85.797783	-195.616608	-20.514320
5689.364413	-86.616013	-198.714203	-23.202805
5689.367791	-87.375801	-201.344254	-25.189949
5689.371119	-87.960258	-204.149628	-28.696669
5689.374369	-88.953827	-207.013443	-31.735825
5689.377303	-89.538284	-209.701920	-34.190533
5689.380606	-91.116310	-212.215088	-37.171246
5689.383976	-91.934547	-214.552902	-39.918175
5689.387274	-92.752777	-218.234940	-43.191116
5689.390184	-93.746346	-221.215652	-45.821156
5689.393512	-93.863235	-223.611923	-48.801868
5689.396847	-95.499710	-227.410858	-53.243713
5689.400183	-96.668610	-230.157806	-56.750443
5689.403514	-97.720627	-233.430740	-61.133839
5689.406849	-98.480423	-236.586792	-64.582115
5689.410182	-99.590881	-240.093521	-69.725304
5689.413515	-100.526009	-243.307999	-73.407364
5689.416842	-100.993576	-246.288727	-77.615425
5689.420195	-102.688492	-249.912338	-82.758621
5689.423520	-103.039154	-253.769730	-87.317360
5689.426872	-104.500290	-257.159576	-92.752777
5689.430180	-105.552307	-261.016937	-98.012856
5689.433513	-106.428993	-264.640564	-103.156052
5689.436844	-107.422554	-268.790161	-108.591461
5689.440172	-108.649910	-271.654022	-115.078903
5689.443509	-109.877266	-276.388062	-121.917007
5689.446846	-111.630630	-279.427246	-128.638214
5689.450176	-112.741089	-283.576843	-135.476334
5689.453514	-114.085327	-287.258911	-142.372879
5689.456843	-115.371132	-290.707184	-149.210983
5689.460173	-116.949150	-293.980133	-157.334885
5689.463503	-118.468735	-298.363525	-165.926361
5689.466839	-120.163643	-302.630035	-173.407364
5689.471103	-124.079491	-309.526581	-191.291641
5689.474435	-125.774399	-313.559326	-200.175339
5689.477712	-127.995323	-316.540039	-209.935715
5689.481042	-129.924026	-320.280518	-218.819397
5689.483933	-131.618942	-323.904144	-230.157806
5689.487257	-133.956757	-326.534210	-239.041489
5689.490598	-135.534775	-330.917603	-249.503204
5689.493937	-138.223267	-333.781403	-259.906494
5689.497265	-139.450607	-336.469910	-270.777313
5689.500183	-141.788422	-339.216827	-282.174164
5689.503506	-144.243134	-341.613098	-294.973694
5689.506839	-145.821152	-344.418488	-306.662781
5689.510168	-148.743423	-346.522491	-318.819397
5689.513507	-150.204559	-349.035645	-331.151367
5689.516834	-152.483932	-350.438324	-343.717133
5689.520171	-154.821747	-352.250153	-356.808868
5689.523502	-156.867325	-354.061951	-370.543549
5689.526834	-158.503799	-355.698425	-383.985962
5689.530200	-160.783173	-356.692017	-397.545288
5689.533503	-162.478073	-357.510223	-411.572174
5689.536838	-164.699005	-358.094696	-425.482178
5689.540163	-166.978378	-357.685577	-440.268860
5689.543517	-168.381058	-357.393341	-454.295715
5689.546837	-170.251312	-356.925781	-468.907074
5689.550162	-171.186432	-355.523071	-484.687317
5689.553502	-173.232025	-354.178833	-499.064880
5689.556839	-175.219162	-351.782593	-514.377563
5689.560162	-176.621857	-349.678528	-530.859131
5689.563502	-178.199890	-346.405609	-545.704285
5689.566833	-180.011688	-343.775574	-561.601379
5689.570168	-181.355927	-339.625946	-576.563416
5689.573518	-182.349503	-334.950317	-591.759216
5689.578141	-185.213333	-325.014618	-621.858521
5689.581054	-186.265335	-318.234955	-637.288147
5689.584351	-187.668030	-312.098206	-650.964355
5689.587720	-188.603149	-304.500305	-665.458801
5689.591066	-189.538269	-295.733490	-679.251892
5689.593946	-190.648743	-288.194031	-692.928101
5689.597285	-192.051437	-278.082977	-705.318542
5689.600606	-192.869659	-268.147278	-717.007568
5689.603925	-193.395676	-258.094696	-728.638245
5689.606831	-194.856812	-247.282288	-740.035034
5689.610166	-195.324371	-235.593231	-750.496765
5689.613497	-195.324371	-223.553467	-761.367615
5689.616866	-196.025711	-210.812408	-770.251343
5689.620161	-196.727066	-197.428406	-777.966125
5689.623489	-197.136169	-183.576859	-785.797791
5689.626821	-196.960846	-168.907074	-792.402100
5689.630173	-196.902390	-154.646408	-797.545288
5689.633491	-197.311508	-139.742844	-802.746948
5689.636825	-196.843948	-124.897720	-806.662720
5689.640154	-196.376389	-109.117470	-810.344788
5689.643488	-195.967270	-93.278786	-811.922852
5689.646826	-195.090591	-77.556984	-814.143738
5689.650160	-194.213913	-61.484509	-813.442444
5689.653494	-193.161896	-45.002922	-815.254211
5689.656823	-191.233200	-28.345997	-813.267151
5689.660160	-189.947403	-11.805962	-811.338440
5689.663490	-188.310928	4.734074	-809.468201
5689.666842	-186.791351	20.689655	-806.545898
5689.670151	-184.687317	36.995907	-802.162476
5689.673488	-182.291061	53.185272	-796.668640
5689.676823	-179.544128	69.725304	-791.583862
5689.680155	-177.264755	85.388657	-786.440674
5689.684781	-172.121567	116.423141	-770.660461
5689.687660	-170.309753	131.794281	-764.406799
5689.691010	-166.627701	146.639389	-755.055542
5689.694358	-163.296326	161.309174	-744.885986
5689.697812	-161.367615	175.511398	-734.307434
5689.700591	-157.451782	189.012283	-725.657532
5689.703919	-154.529510	202.396255	-714.611328
5689.707247	-151.782578	215.721802	-703.506714
5689.710577	-148.392746	227.878433	-692.869690
5689.713906	-145.236710	239.333725	-680.303894
5689.716817	-142.723541	251.139694	-667.738159
5689.720148	-140.268845	262.127411	-653.594421
5689.723483	-137.171249	272.822906	-641.087097
5689.726815	-134.658096	281.414368	-629.047363
5689.730149	-132.086502	291.993011	-615.487976
5689.733485	-129.281128	300.292236	-600.818237
5689.736810	-127.235535	308.416138	-587.960266
5689.740165	-125.306831	316.072449	-574.284058
5689.743482	-122.501457	322.969025	-560.315613
5689.746816	-119.579193	329.456451	-546.171814
5689.750144	-116.890701	334.424316	-532.963196
5689.753537	-115.195786	339.859711	-519.403809
5689.756817	-112.331978	344.301575	-505.610748
5689.760147	-110.578606	348.977203	-491.642334
5689.763475	-108.649910	352.951477	-477.673859
5689.766815	-107.188774	355.523071	-464.640564
5689.770148	-104.675629	358.737579	-451.431885
5689.773478	-102.454712	360.900055	-439.450592
5689.776809	-100.526009	362.828766	-427.761566
5689.780144	-99.181763	364.056122	-414.494476
5689.783507	-96.960846	365.984802	-402.513184
5689.786813	-94.798363	366.101685	-390.531860
5689.790143	-93.395676	366.803040	-378.784332
5689.794363	-89.538284	366.218597	-356.107544
5689.797733	-87.668030	366.335480	-345.236694
5689.801058	-86.382233	365.108124	-334.424316
5689.804408	-84.862656	364.699005	-324.196381
5689.807696	-82.758621	363.062531	-314.377533
