crossing time (s)	slope (V/s)	crossing number
5687.646179	100.733831	3461
5688.623762	109.652728	3462
5689.668590	98.828715	3463
5690.624968	110.703017	3464
5691.680394	101.280293	3465
5692.636929	106.825398	3466
5693.693218	105.751889	3467
5694.678790	100.812746	3468
5695.721492	104.102554	3469
5696.704054	97.416911	3470
5697.729255	100.404105	3471
5698.683068	96.236905	3472
5699.724849	96.458550	3473
5700.713045	96.123040	3474
5701.737055	94.527752	3475
5702.734719	95.206856	3476
5703.758820	93.625628	3477
5704.733102	91.392934	3478
5705.782773	91.834503	3479
5706.727350	89.424625	3480
5707.784378	87.679839	3481
5708.748764	88.038043	3482
5709.792531	84.505647	3483
5710.760512	86.510547	3484
5711.799377	81.348339	3485
5712.782947	83.780371	3486
5713.813528	81.321856	3487
5714.808171	80.402702	3488
5715.847667	78.921664	3489
5716.819288	78.305434	3490
5717.840558	75.776642	3491
5718.831574	77.491722	3492
5719.858611	74.561602	3493
5720.847536	76.150287	3494
5721.867518	74.592114	3495
5722.868402	74.316232	3496
5723.860140	71.147583	3497
5724.874942	72.096268	3498
5725.885090	68.729056	3499
5726.889997	69.533272	3500
5727.897238	69.220223	3501
5728.893835	68.698742	3502
5729.902647	66.826759	3503
5730.897263	64.917997	3504
5731.912430	63.790309	3505
5732.928169	63.010863	3506
5733.938460	61.948765	3507
5734.929393	62.955476	3508
5735.951776	60.848446	3509
5736.933734	60.342854	3510
5737.975334	60.370951	3511
5738.957999	58.930799	3512
5739.990839	58.580375	3513
5740.954416	56.337223	3514
5742.003779	56.015645	3515
5742.964965	54.978801	3516
5744.021169	55.264755	3517
5744.988060	55.142467	3518
5746.014721	53.785626	3519
5747.004553	50.987447	3520
5748.029869	52.895264	3521
5749.029273	51.335356	3522
5750.051577	51.079861	3523
5751.041902	49.712190	3524
5752.054552	50.017537	3525
5753.053280	49.174788	3526
5754.074389	47.037914	3527
5755.062538	47.971375	3528
5756.082707	46.172759	3529
5757.064874	46.459367	3530
5758.079468	45.411835	3531
5759.079290	45.037885	3532
5760.101274	44.045300	3533
5761.101906	43.489679	3534
5762.097920	43.078745	3535
5763.116171	43.100634	3536
5764.122328	40.698536	3537
5765.110414	41.748929	3538
5766.137299	39.653680	3539
5767.118817	40.430306	3540
5768.151824	38.526160	3541
5769.128183	40.033256	3542
5770.156903	37.416111	3543
5771.137800	38.340754	3544
5772.185675	36.191653	3545
5773.153258	36.947067	3546
5774.169290	35.404971	3547
5775.167406	35.722123	3548
5776.221921	32.952701	3549
5777.168679	35.199434	3550
5778.240870	32.725451	3551
5779.187819	34.485908	3552
5780.250236	32.136240	3553
5781.197344	34.121337	3554
5782.264013	31.909865	3555
5783.207290	32.343617	3556
5784.270989	31.321084	3557
5785.222851	30.441937	3558
5786.291478	30.485305	3559
5787.238239	30.668586	3560
5788.297469	28.602951	3561
5789.245787	29.251207	3562
5790.315247	27.977874	3563
5791.260125	29.306218	3564
5792.328649	26.999764	3565
5793.254807	28.508168	3566
5794.322743	27.336528	3567
5795.284948	27.453530	3568
5796.345356	26.251924	3569
5797.311594	27.227623	3570
5798.343776	26.219416	3571
5799.323853	26.382851	3572
5800.361465	24.360665	3573
5801.330075	25.393428	3574
5802.359097	23.971758	3575
5803.358246	24.095377	3576
5804.379906	23.932153	3577
5805.376753	24.418872	3578
5806.393593	23.091458	3579
