time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5687.644274	86.544464	1.342622	-0.085945	133
5689.660189	86.691170	1.321961	-0.086631	135
5691.675260	86.711311	1.303898	-0.086687	137
5693.690015	86.723480	1.288646	-0.087398	139
5695.704739	86.713531	1.274920	-0.087689	141
5697.718482	86.729370	1.259989	-0.087445	143
5699.731612	86.752480	1.244086	-0.087743	145
5701.744564	86.762939	1.230056	-0.087802	147
5703.757908	86.723885	1.216003	-0.088038	149
5705.771374	86.788841	1.201147	-0.088362	151
5707.784680	86.828354	1.186447	-0.088923	153
5709.797628	86.837837	1.171564	-0.089206	155
5711.810045	86.799751	1.158812	-0.089354	157
5713.822172	86.687920	1.147289	-0.089774	159
5715.834195	86.515274	1.135413	-0.089397	161
5717.844970	86.315811	1.123880	-0.089405	163
5719.855209	85.893745	1.112194	-0.088907	165
5721.865284	85.414284	1.100546	-0.088087	167
5723.875382	84.913971	1.085935	-0.087248	169
5725.885605	84.437523	1.071627	-0.086263	171
5727.896847	84.132095	1.056944	-0.085457	173
5729.909346	84.037178	1.041529	-0.084447	175
5731.922937	84.103279	1.027379	-0.083989	177
5733.937859	84.396873	1.013411	-0.083199	179
5735.953427	84.697731	1.000291	-0.082997	181
5737.968949	84.917503	0.986776	-0.082814	183
5739.983683	85.075943	0.973809	-0.082490	185
5741.997632	85.114357	0.960809	-0.082353	187
5744.010954	85.115227	0.949509	-0.082380	189
5746.022769	85.006363	0.939293	-0.081947	191
5748.034541	84.905884	0.927822	-0.081668	193
5750.045270	84.751564	0.915189	-0.080945	195
5752.055170	84.642525	0.902533	-0.080784	197
5754.065338	84.490273	0.888886	-0.080533	199
5756.076049	84.430595	0.875488	-0.080892	201
5758.087565	84.339211	0.861806	-0.080818	203
5760.101035	84.297646	0.849344	-0.080716	205
5762.114986	84.384392	0.837720	-0.081000	207
5764.130511	84.482208	0.825573	-0.081275	209
5766.146118	84.602242	0.812346	-0.080838	211
5768.162003	84.717766	0.799370	-0.080588	213
5770.177389	84.800041	0.787408	-0.080333	215
5772.193262	84.886261	0.776181	-0.079782	217
5774.206644	84.922600	0.763909	-0.079339	219
5776.222518	84.995430	0.752333	-0.079042	221
5778.236495	85.020515	0.741306	-0.078329	223
5780.249846	85.046791	0.731348	-0.078137	225
5782.263001	85.072739	0.723175	-0.077725	227
5784.275411	85.068947	0.714357	-0.077255	229
5786.288742	85.015862	0.704290	-0.076415	231
5788.300077	84.958916	0.693725	-0.075665	233
5790.311581	84.886665	0.683712	-0.074731	235
5792.322263	84.814087	0.675751	-0.074172	237
5794.331989	84.568695	0.667704	-0.073155	239
5796.341765	84.309776	0.659559	-0.072325	241
5798.350713	83.977737	0.650661	-0.071184	243
5800.360043	83.637474	0.642078	-0.070124	245
5802.368561	83.294228	0.632328	-0.068709	247
5804.378760	82.981522	0.622833	-0.067987	249
5806.387517	82.745331	0.614200	-0.067009	251
