crossing time (s)	slope (V/s)	crossing number
5104.346575	8.080597	2906
5107.298197	84.741174	2907
5108.315712	95.614053	2908
5109.329409	88.800444	2909
5110.348718	91.121459	2910
5111.351557	84.433089	2911
5112.353670	82.268791	2912
5113.360683	81.384037	2913
5114.376308	77.150008	2914
5115.363001	77.067010	2915
5116.395835	75.929843	2916
5117.394866	73.944322	2917
5118.393082	73.204526	2918
5119.413618	71.929720	2919
5120.402104	69.735579	2920
5121.425705	68.851068	2921
5122.430694	65.986649	2922
5123.446947	64.638381	2923
5124.431573	63.994256	2924
5125.470884	61.471327	2925
5126.452550	61.140589	2926
5127.473904	60.991933	2927
5128.435615	59.285884	2928
5129.517138	60.399589	2929
5130.458530	58.875968	2930
5131.532917	59.022496	2931
5132.449471	57.578582	2932
5133.537052	55.948240	2933
5134.481418	55.863206	2934
5135.546117	52.836289	2935
5136.514160	52.578307	2936
5137.539725	50.400710	2937
5138.524286	50.224632	2938
5139.537721	50.407071	2939
5140.534240	49.549845	2940
5141.563202	49.252543	2941
5142.551522	47.736293	2942
5143.584753	47.592571	2943
5144.568360	48.443536	2944
5145.585674	45.471972	2945
5146.578246	47.028505	2946
5147.610023	44.001215	2947
5148.580764	44.004835	2948
5149.650707	42.286895	2949
5150.591726	42.892023	2950
5151.658011	41.113627	2951
5152.595912	40.221510	2952
5153.683328	39.484145	2953
5154.609595	39.061201	2954
5155.691833	38.892906	2955
5156.615437	37.913636	2956
5157.692742	38.166799	2957
5158.623437	36.424302	2958
5159.715254	36.088669	2959
5160.632268	34.717291	2960
5161.737610	34.889339	2961
5162.651193	33.701496	2962
5163.726792	34.001745	2963
5164.688166	33.202920	2964
5165.734846	33.196632	2965
5166.711511	30.623168	2966
5167.735260	32.152921	2967
5168.732207	30.774085	2968
5169.744106	29.963715	2969
5170.737559	29.987980	2970
5171.756861	29.399630	2971
5172.764313	28.371258	2972
5173.771986	27.179481	2973
5174.766067	27.117343	2974
5175.801267	26.988715	2975
5176.763693	26.344016	2976
5177.823735	25.615548	2977
5178.760636	25.610604	2978
5179.854917	24.639067	2979
5180.766246	23.958303	2980
5181.869301	23.551459	2981
5182.781482	22.912587	2982
5183.879863	22.657570	2983
5184.786793	22.053374	2984
5185.895881	22.524981	2985
5186.803600	21.656579	2986
5187.899494	21.245187	2987
5188.818390	20.003347	2988
5189.910101	20.419213	2989
5190.847256	20.755553	2990
5191.928088	19.496531	2991
5192.866031	19.640660	2992
5193.944541	18.446167	2993
5194.862820	17.994094	2994
5195.944407	18.916720	2995
5196.893252	17.262358	2996
5197.959315	18.806873	2997
5198.903677	17.748636	2998
5199.968016	17.328210	2999
5200.885629	15.566391	3000
5201.977294	14.764883	3001
5202.919280	16.097923	3002
5204.007122	15.466236	3003
5204.903512	15.837686	3004
5206.049797	14.485480	3005
5206.927149	13.506171	3006
5208.068556	14.525725	3007
5208.915261	13.271489	3008
5210.069737	13.464487	3009
5210.936067	13.900843	3010
5212.071866	14.075094	3011
5212.963089	12.229537	3012
5214.066672	12.444427	3013
5214.988158	12.797671	3014
5216.066493	12.443333	3015
5217.024724	11.741690	3016
5218.070841	12.925626	3017
5219.031058	12.103845	3018
5220.059919	11.559086	3019
5221.063670	11.476602	3020
5222.098067	11.029991	3021
5223.095210	11.512223	3022
5224.076282	11.463956	3023
5225.108376	10.478275	3024
5226.097804	11.057636	3025
5227.101242	10.270679	3026
5228.125976	9.884220	3027
5229.103402	10.259438	3028
5230.149482	10.071957	3029
5231.106567	9.609965	3030
5232.176029	8.816063	3031
5233.104344	9.112441	3032
5234.203048	8.937079	3033
5235.112571	9.017989	3034
5236.213458	8.849997	3035
5237.124473	7.556609	3036
5238.232273	8.160172	3037
5239.136584	8.215991	3038
5240.249482	7.609665	3039
5241.152529	8.362814	3040
5242.243215	7.681084	3041
