time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5107.341697	120.047089	0.573418	-0.100000	91
5109.349751	91.160660	1.161008	0.003481	93
5111.357952	91.600449	1.143513	0.001851	95
5113.367858	91.680717	1.120586	0.000604	97
5115.379573	91.556870	1.099860	-0.000057	99
5117.393025	91.358025	1.081073	-0.000599	101
5119.407044	91.088631	1.063230	-0.000978	103
5121.421713	90.938194	1.044014	-0.001201	105
5123.438410	90.888718	1.023129	-0.000794	107
5125.457984	91.097443	1.002196	-0.001098	109
5127.479765	91.515785	0.981029	-0.001392	111
5129.501841	91.939339	0.957473	-0.002009	113
5131.519850	92.127983	0.940064	-0.002877	115
5133.532020	92.113792	0.930653	-0.004226	117
5135.538170	91.798782	0.925993	-0.005138	119
5137.540772	91.178711	0.916927	-0.005076	121
5139.545099	90.540283	0.900503	-0.004757	123
5141.555082	90.214035	0.879256	-0.004021	125
5143.571550	90.372864	0.857626	-0.003700	127
5145.592735	90.907898	0.840002	-0.003755	129
5147.615996	91.435249	0.824098	-0.004285	131
5149.637913	91.639946	0.808464	-0.004907	133
5151.655804	91.587471	0.792940	-0.005358	135
5153.672097	91.368378	0.777871	-0.005411	137
5155.686590	91.148811	0.764608	-0.005472	139
5157.699895	90.935951	0.751293	-0.005070	141
5159.712333	90.828682	0.740306	-0.005112	143
5161.722078	90.850487	0.730768	-0.005036	145
5163.728197	91.088562	0.721730	-0.004948	147
5165.731770	91.525421	0.712801	-0.005110	149
5167.734849	91.957283	0.699514	-0.005790	151
5169.741864	92.305710	0.683189	-0.006424	153
5171.755010	92.394585	0.666538	-0.006966	155
5173.774448	92.139435	0.650619	-0.007267	157
5175.799039	91.706642	0.635505	-0.007389	159
5177.824829	91.123604	0.620456	-0.007028	161
5179.848735	90.540543	0.605969	-0.005982	163
5181.868776	90.239311	0.593696	-0.005030	165
5183.884059	90.260635	0.584417	-0.004173	167
5185.896272	90.498634	0.576200	-0.003661	169
5187.905338	90.790138	0.567523	-0.004005	171
5189.913862	91.039474	0.557978	-0.004230	173
5191.923361	91.241280	0.548026	-0.004556	175
5193.934363	91.352379	0.536082	-0.004905	177
5195.946033	91.395844	0.524396	-0.004700	179
5197.961176	91.396080	0.512304	-0.004972	181
5199.978198	91.545242	0.500499	-0.005060	183
5201.996383	91.642479	0.487708	-0.004816	185
5204.016850	91.820992	0.475650	-0.005220	187
5206.038576	92.003036	0.464268	-0.005009	189
5208.055606	92.052063	0.454300	-0.005620	191
5210.067051	92.138657	0.446523	-0.006053	193
5212.074623	92.069855	0.442362	-0.006287	195
5214.077249	91.879448	0.439280	-0.006006	197
5216.078283	91.606880	0.436172	-0.005763	199
5218.078273	91.217728	0.431388	-0.005490	201
5220.077673	90.781158	0.424750	-0.005306	203
5222.084500	90.339417	0.415745	-0.004984	205
5224.090710	90.089272	0.404926	-0.004807	207
5226.106187	90.077164	0.394095	-0.004503	209
5228.127742	90.337593	0.383278	-0.004326	211
5230.151698	90.721222	0.373247	-0.004345	213
5232.175832	91.008781	0.364354	-0.004462	215
5234.199091	91.220634	0.356524	-0.004348	217
5236.217626	91.191574	0.348750	-0.004031	219
5238.233799	91.176575	0.341691	-0.003877	221
5240.245759	91.155472	0.336905	-0.003515	223
5242.251526	91.174973	0.333125	-0.003661	225
