time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3235.160543	87.502434	1.358169	0.002514	241
3237.182348	87.474380	1.251458	0.002370	243
3239.203365	87.468040	1.148859	0.001828	245
3241.223970	87.468483	1.050833	0.001842	247
3243.245632	87.482567	0.959325	0.001918	249
3245.267183	87.428207	0.873049	0.001860	251
3247.287688	87.405693	0.793127	0.001706	253
3249.309296	87.407822	0.717713	0.001633	255
3251.330805	87.409622	0.648343	0.001457	1
3253.351772	87.374481	0.584522	0.001407	3
3255.373877	87.356628	0.525720	0.001339	5
3257.395329	87.304665	0.472035	0.001483	7
