crossing time (s)	slope (V/s)	crossing number
3235.150297	126.257884	1265
3236.139643	120.801461	1266
3237.199669	113.314992	1267
3238.173443	105.214034	1268
3239.205003	100.646244	1269
3240.172396	92.882143	1270
3241.209051	83.735139	1271
3242.190105	76.703808	1272
3243.254034	68.316397	1273
3244.206045	62.843502	1274
3245.272961	55.734146	1275
3246.234619	50.737249	1276
3247.267157	46.703804	1277
3248.247730	43.997898	1278
3249.311970	38.755652	1279
3250.264311	35.244772	1280
3251.327569	30.227231	1281
3252.282702	28.074526	1282
3253.345385	25.600321	1283
3254.293915	23.856596	1284
3255.377871	21.327474	1285
3256.301316	20.167743	1286
3257.400699	16.068927	1287
