time (s)	det(V)
3235.762446	-0.012935	
3235.764021	-0.009479	
3235.765720	-0.018687	
3235.767289	-0.020178	
3235.768973	-0.013084	
3235.770538	-0.001362	
3235.772234	-0.007646	
3235.773781	-0.005289	
3235.775486	0.001233	
3235.777018	-0.005833	
3235.778760	-0.024464	
3235.780253	-0.024971	
3235.782037	-0.026317	
3235.783523	-0.034559	
3235.785295	-0.035256	
3235.786776	-0.024134	
3235.788556	-0.027195	
3235.790045	-0.028057	
3235.791838	-0.018945	
3235.793322	-0.025100	
3235.795084	-0.046620	
3235.796573	-0.057246	
3235.798312	-0.050386	
3235.799828	-0.062644	
3235.801568	-0.067797	
3235.803103	-0.062930	
3235.804807	-0.055776	
3235.806346	-0.067873	
3235.808056	-0.064058	
3235.809614	-0.063450	
3235.811317	-0.086701	
3235.812887	-0.097574	
3235.814570	-0.092974	
3235.816145	-0.114304	
3235.817801	-0.117228	
3235.819391	-0.111165	
3235.821043	-0.104756	
3235.822649	-0.126562	
3235.824280	-0.118018	
3235.825888	-0.119005	
3235.827492	-0.135871	
3235.829171	-0.158949	
3235.830760	-0.156585	
3235.832429	-0.171840	
3235.833904	-0.181323	
3235.835544	-0.181818	
3235.837039	-0.177729	
3235.838681	-0.187063	
3235.840171	-0.193073	
3235.841790	-0.185653	
3235.843302	-0.204481	
3235.844887	-0.223749	
3235.846430	-0.235089	
3235.847967	-0.233924	
3235.849553	-0.252519	
3235.851146	-0.262042	
3235.852737	-0.259029	
3235.854296	-0.254441	
3235.855933	-0.275944	
3235.857469	-0.278051	
3235.859166	-0.279859	
3235.860646	-0.295014	
3235.862375	-0.319438	
3235.863940	-0.324280	
3235.865637	-0.347418	
3235.867188	-0.360172	
3235.868883	-0.362396	
3235.870430	-0.362750	
3235.872125	-0.376527	
3235.873634	-0.384958	
3235.875395	-0.392286	
3235.876877	-0.413757	
3235.878663	-0.440690	
3235.880148	-0.450173	
3235.881931	-0.464852	
3235.883409	-0.490170	
3235.885182	-0.503733	
3235.886669	-0.504390	
3235.888457	-0.522151	
3235.889949	-0.547437	
3235.891705	-0.556706	
3235.893219	-0.577214	
3235.894947	-0.615322	
3235.896468	-0.646102	
3235.898185	-0.658312	
3235.899718	-0.689382	
3235.901449	-0.720481	
3235.903001	-0.734097	
3235.904703	-0.758412	
3235.906250	-0.789958	
3235.907953	-0.820432	
3235.909520	-0.846487	
3235.911198	-0.896587	
3235.912777	-0.941841	
3235.914422	-0.972618	
3235.916032	-1.022577	
3235.917677	-1.065648	
3235.919277	-1.096633	
3235.920907	-1.125468	
3235.922540	-1.177623	
3235.924149	-1.219183	
3235.925813	-1.264659	
3235.927392	-1.325551	
3235.929058	-1.387385	
3235.930631	-1.441131	
3235.932326	-1.508477	
3235.933898	-1.569031	
3235.935593	-1.614261	
3235.937159	-1.629073	
3235.938870	-1.630044	
3235.940419	-1.630011	
3235.942134	-1.630031	
3235.943608	-1.630080	
3235.945255	-1.630035	
3235.946735	-1.630084	
3235.948360	-1.630048	
3235.949883	-1.630064	
3235.951445	-1.630084	
3235.953006	-1.630072	
3235.954520	-1.630128	
3235.956130	-1.630136	
3235.957693	-1.630027	
3235.959317	-1.630104	
3235.960864	-1.630064	
3235.962543	-1.630140	
3235.964034	-1.630040	
3235.965739	-1.630112	
3235.967223	-1.630096	
3235.968927	-1.630068	
3235.970413	-1.630124	
3235.972132	-1.630096	
3235.973653	-1.629983	
3235.975397	-1.630064	
3235.976888	-1.630108	
3235.978659	-1.630036	
3235.980152	-1.630060	
3235.981928	-1.630116	
3235.983422	-1.630116	
3235.985209	-1.630092	
3235.986688	-1.630068	
3235.988462	-1.630084	
3235.989946	-1.630132	
3235.991705	-1.630068	
3235.993213	-1.630144	
3235.994972	-1.630152	
3235.996487	-1.630164	
3235.998231	-1.630104	
3235.999750	-1.630261	
3236.001452	-1.630124	
3236.002998	-1.630201	
3236.004691	-1.630124	
3236.006253	-1.630233	
3236.007935	-1.630172	
3236.009510	-1.630209	
3236.011186	-1.630132	
3236.012774	-1.630261	
3236.014426	-1.630031	
3236.016010	-1.630189	
3236.017653	-1.630136	
3236.019261	-1.630156	
3236.020899	-1.630060	
3236.022543	-1.630289	
3236.024151	-1.630100	
3236.025824	-1.630321	
3236.027437	-1.630164	
3236.029075	-1.630305	
3236.030661	-1.630144	
3236.032341	-1.630265	
3236.033915	-1.630213	
3236.035633	-1.630229	
3236.037182	-1.630168	
3236.038863	-1.630321	
3236.040418	-1.630185	
3236.042131	-1.630338	
3236.043670	-1.630273	
3236.045402	-1.630350	
3236.046909	-1.630277	
3236.048679	-1.630434	
3236.050165	-1.630362	
3236.051725	-1.630378	
3236.053254	-1.630370	
3236.054858	-1.630334	
3236.056392	-1.630338	
3236.057927	-1.630362	
3236.059530	-1.630426	
3236.061026	-1.630350	
3236.062694	-1.630434	
3236.064206	-1.630374	
3236.065866	-1.630338	
3236.067356	-1.630317	
3236.069058	-1.630487	
3236.070534	-1.630322	
3236.072246	-1.630314	
3236.073723	-1.630378	
3236.075438	-1.630342	
3236.076925	-1.630362	
3236.078636	-1.630309	
3236.080132	-1.630325	
3236.081934	-1.630233	
3236.083411	-1.630156	
3236.085187	-1.630269	
3236.086667	-1.630273	
3236.088409	-1.630269	
3236.089907	-1.630293	
3236.091626	-1.630205	
3236.093140	-1.630325	
3236.094861	-1.630140	
