time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3763.669058	88.496460	1.192267	0.005967	133
3765.671790	90.758194	1.129712	0.004185	135
3767.681480	91.653252	1.044293	0.000098	137
3769.705029	90.929237	0.974023	-0.001162	139
3771.736419	89.861397	0.913590	-0.000557	141
3773.764235	89.120651	0.857928	0.001050	143
3775.787536	88.958252	0.806555	0.001766	145
3777.807037	89.222603	0.756970	0.001929	147
3779.824574	89.523628	0.708078	0.001581	149
3781.843351	89.825783	0.658924	0.001595	151
3783.864024	90.120270	0.612440	0.001706	153
3785.885427	90.477661	0.568528	0.001490	155
3787.903217	90.875771	0.530790	0.000856	157
3789.914069	91.022804	0.500204	0.000258	159
3791.913199	90.513977	0.474844	-0.000207	161
3793.908917	89.118240	0.443523	-0.000199	163
3795.910976	87.752121	0.404165	0.000899	165
3797.942900	88.293587	0.363924	0.003211	167
3800.002393	90.936768	0.330456	0.002595	169
3802.052833	93.135147	0.308242	-0.001885	171
