crossing time (s)	slope (V/s)	crossing number
3763.678506	107.970766	1669
3764.659921	97.898954	1670
3765.667532	95.441688	1671
3766.694735	83.549441	1672
3767.666784	82.949888	1673
3768.701408	77.958946	1674
3769.693843	70.891898	1675
3770.698365	66.631924	1676
3771.750452	59.044284	1677
3772.693226	57.419117	1678
3773.755576	53.990617	1679
3774.721472	49.962142	1680
3775.789875	46.754280	1681
3776.737966	43.027172	1682
3777.813181	41.332774	1683
3778.762852	37.777237	1684
3779.820296	37.114186	1685
3780.780913	33.811674	1686
3781.840051	31.435572	1687
3782.797860	30.226707	1688
3783.860166	27.525127	1689
3784.799344	26.221356	1690
3785.883960	23.265933	1691
3786.823090	22.864426	1692
3787.902383	19.665496	1693
3788.835315	19.694096	1694
3789.915462	19.425646	1695
3790.866772	17.188240	1696
3791.912814	17.556481	1697
3792.889394	14.293704	1698
3793.926737	13.723761	1699
3794.947298	12.023711	1700
3795.928771	12.781493	1701
3796.960890	11.121694	1702
3797.955448	11.295509	1703
3798.940591	9.689224	1704
3800.004139	8.982829	1705
3800.903265	8.985969	1706
3802.068693	7.102872	1707
