time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4118.359045	87.028214	1.299903	-0.007647	157
4120.360266	81.187370	1.206479	0.025465	159
4122.388048	85.615059	1.218418	-0.015225	161
4124.393126	81.563347	1.114635	0.019632	163
4126.428164	86.385094	1.102209	-0.002894	165
4128.423495	81.418274	1.062908	0.002220	167
4130.449922	83.052338	0.990103	0.010176	169
4132.481046	84.692818	0.955831	0.004061	171
4134.498197	84.288971	0.923363	0.002704	173
4136.512532	83.742661	0.885757	0.003252	175
4138.531260	83.093666	0.844105	0.003315	177
4140.551849	82.079010	0.809095	0.003794	179
4142.560624	82.424332	0.792847	0.007732	181
4144.555027	85.836937	0.754792	0.007084	183
4146.581285	84.699158	0.687062	-0.005366	185
4148.620928	80.200424	0.686368	0.009634	187
4150.601894	87.283577	0.655451	0.006864	189
4152.652474	81.172348	0.592408	-0.006485	191
4154.644436	85.151772	0.615176	0.018699	193
4156.674861	83.629433	0.526606	-0.013037	195
4158.689545	82.833481	0.563411	0.021328	197
4160.696074	86.101967	0.478227	-0.012120	199
4162.739726	80.009804	0.502220	0.016586	201
4164.713411	88.562347	0.451566	-0.002561	203
4166.785381	79.612091	0.422011	0.001921	205
4168.765108	84.514458	0.435859	0.012539	207
4170.764003	87.443398	0.386047	-0.002313	209
4172.831628	81.814812	0.357584	0.001281	211
4174.858464	80.643478	0.353837	0.007792	213
4176.845533	83.376228	0.344719	0.004686	215
4178.837106	84.577827	0.325885	0.002625	217
4180.842874	84.192741	0.307154	0.002099	219
4182.864103	83.395699	0.289248	0.002399	221
4184.896738	83.099907	0.268829	0.003174	223
4186.949603	84.389877	0.245446	0.004194	225
4189.003419	87.614334	0.231054	0.000001	227
4190.985095	86.419571	0.244135	-0.002878	229
4192.932145	79.201279	0.237683	0.000161	231
4194.982008	81.295052	0.193792	0.010132	233
4197.083158	138.096359	0.086182	-0.100000	235
4197.880254	334.293549	0.032779	0.100000	237
4201.294772	198.096222	0.013648	-0.100000	239
4202.461360	42.522339	0.074413	0.090290	241
4203.477221	220.136673	0.085868	0.100000	243
4205.032765	120.486931	0.214647	0.035087	245
4211.522002	189.629074	1.080955	-0.100000	247
4212.458586	270.626862	0.210505	0.054112	249
4214.464517	174.087906	0.148177	-0.014609	251
4216.540660	328.799133	0.090904	0.009020	253
