crossing time (s)	slope (V/s)	crossing number
3300.435825	118.669704	1334
3301.424535	110.504183	1335
3302.443155	109.580217	1336
3303.456128	100.180866	1337
3304.446308	96.389622	1338
3305.447267	92.083018	1339
3306.439253	86.150166	1340
3307.472598	83.238370	1341
3308.471853	75.375339	1342
3309.460977	75.764467	1343
3310.511623	65.761129	1344
3311.483250	63.615734	1345
3312.519072	55.492189	1346
3313.507705	54.022547	1347
3314.541910	50.905122	1348
3315.527990	47.535846	1349
3316.551056	46.407963	1350
3317.547483	42.610462	1351
3318.555483	41.901538	1352
3319.581215	37.358632	1353
3320.564928	36.989031	1354
3321.617103	33.038491	1355
3322.577905	30.623143	1356
3323.625188	30.314965	1357
3324.602444	26.917382	1358
3325.623623	26.118233	1359
3326.641815	23.647796	1360
3327.592931	23.024023	1361
3328.691576	20.454000	1362
3329.639275	19.387943	1363
3330.652612	18.594038	1364
3331.690429	16.346769	1365
3332.642684	16.729509	1366
3333.712748	15.991177	1367
3334.691016	13.416006	1368
3335.660840	13.859847	1369
