crossing time (s)	slope (V/s)	crossing number
5364.716566	11.287340	3146
5365.357922	10.459191	3147
5367.748445	91.239545	3148
5368.704766	85.655839	3149
5369.757116	86.826303	3150
5370.764681	86.313566	3151
5371.764333	88.473023	3152
5372.774519	84.357954	3153
5373.789078	84.068195	3154
5374.773348	81.117232	3155
5375.817195	80.583079	3156
5376.775053	75.071108	3157
5377.815312	79.943528	3158
5378.785978	72.360261	3159
5379.836539	75.870537	3160
5380.803304	69.857981	3161
5381.834908	70.852365	3162
5382.824781	71.111494	3163
5383.842299	66.653285	3164
5384.824493	70.322190	3165
5385.851157	65.387687	3166
5386.843675	71.797773	3167
5387.865037	67.367877	3168
5388.844515	69.441754	3169
5389.898501	66.979508	3170
5390.847991	65.537695	3171
5391.914833	65.150787	3172
5392.858563	63.279824	3173
5393.901064	62.981233	3174
5394.888503	62.399008	3175
5395.922353	59.692178	3176
5396.876999	62.239483	3177
5397.950106	57.984046	3178
5398.900506	58.658916	3179
5399.963368	57.811390	3180
5400.920824	55.717431	3181
5401.966212	55.905799	3182
5402.926668	55.248908	3183
5403.982907	53.110994	3184
5404.940832	55.234404	3185
5405.973537	53.757117	3186
5406.974636	54.147361	3187
5407.994158	51.667732	3188
5408.991508	52.396424	3189
5410.009503	51.514006	3190
5411.000335	50.752548	3191
5412.030120	49.119347	3192
5412.993267	48.657833	3193
5414.042596	48.330540	3194
5415.003951	47.581410	3195
5416.055878	47.022602	3196
5417.026958	44.904883	3197
5418.053542	45.135425	3198
5419.027136	44.714017	3199
5420.062575	44.710987	3200
5421.062486	43.531429	3201
5422.073489	42.483244	3202
5423.077887	42.154467	3203
5424.100720	40.767297	3204
5425.074370	41.726659	3205
5426.111044	39.984397	3206
5427.065106	39.619259	3207
5428.119524	38.763598	3208
5429.088830	38.792934	3209
5430.155745	37.686772	3210
5431.098227	37.893482	3211
5432.156327	37.725084	3212
5433.119455	36.592583	3213
5434.167637	35.978772	3214
5435.133784	35.904383	3215
5436.178875	34.521254	3216
5437.143227	34.930580	3217
5438.186843	33.931233	3218
5439.157290	34.960107	3219
5440.197980	33.541873	3220
5441.161654	32.685539	3221
5442.223480	32.245095	3222
5443.171377	33.164484	3223
5444.234470	31.220596	3224
5445.178290	31.407391	3225
5446.263388	30.400657	3226
5447.195552	31.033919	3227
5448.270631	29.946059	3228
5449.201544	29.701065	3229
5450.277522	29.230037	3230
5451.224006	28.619309	3231
5452.270914	28.951095	3232
5453.244027	27.860207	3233
5454.273737	27.772090	3234
5455.272581	27.781923	3235
5456.286818	27.017578	3236
5457.279410	27.300133	3237
5458.301215	25.082267	3238
5459.280297	26.635415	3239
5460.329107	24.731937	3240
5461.282488	25.879856	3241
5462.353708	24.096412	3242
5463.281903	23.463272	3243
5464.371932	22.722242	3244
5465.297697	24.355153	3245
5466.383307	23.560106	3246
5467.313816	22.847045	3247
5468.389006	22.894966	3248
5469.319412	22.587580	3249
5470.383559	22.610742	3250
5471.352335	21.435362	3251
5472.393384	20.837916	3252
5473.359477	20.172453	3253
5474.408034	21.511289	3254
5475.374945	19.630875	3255
5476.420357	19.979751	3256
5477.381307	19.883311	3257
5478.420831	19.658201	3258
5479.410610	20.449558	3259
5480.450228	19.029956	3260
5481.412706	18.813454	3261
5482.456817	18.496941	3262
5483.424818	18.766576	3263
5484.480373	17.682652	3264
5485.413994	17.391450	3265
5486.502241	17.782764	3266
5487.419583	16.692364	3267
5488.510280	17.263795	3268
5489.439782	17.168806	3269
5490.533988	16.193991	3270
5491.437280	15.679850	3271
5492.544825	16.074768	3272
5493.455220	14.700085	3273
5494.540119	15.347313	3274
5495.476505	15.594267	3275
5496.553143	15.299047	3276
5497.492342	14.523815	3277
5498.551038	13.832086	3278
5499.535227	14.776283	3279
5500.565590	13.844237	3280
5501.550248	14.043725	3281
5502.559707	13.583514	3282
5503.558824	13.386890	3283
5504.570415	13.376757	3284
