time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
0.000000	350.008026	3.763355	-0.100000	73
5365.355681	188.131516	0.297991	-0.100000	75
5368.714945	275.886139	1.179146	-0.036341	77
5370.738149	274.530975	1.156930	-0.040983	79
5372.759309	273.199951	1.158934	-0.037132	81
5374.763196	274.493347	1.157956	-0.033700	83
5376.765042	275.614044	1.124233	-0.038338	85
5378.782251	274.927734	1.101746	-0.041491	87
5380.806152	273.835297	1.094051	-0.041394	89
5382.821422	273.790131	1.092370	-0.038849	91
5384.827416	274.389160	1.083249	-0.039941	93
5386.832520	274.675354	1.063740	-0.041507	95
5388.840800	274.465179	1.043442	-0.042995	97
5390.851644	274.156708	1.027131	-0.043763	99
5392.863862	273.887299	1.013432	-0.043922	101
5394.876497	273.690765	1.002462	-0.044149	103
5396.888212	273.445038	0.991667	-0.044797	105
5398.900730	273.177063	0.976662	-0.045453	107
5400.913577	273.100616	0.962014	-0.045695	109
5402.928922	273.406494	0.946575	-0.045035	111
5404.948116	274.272888	0.934009	-0.044068	113
5406.969313	275.287842	0.923573	-0.043361	115
5408.985542	275.916382	0.918917	-0.044198	117
5410.991928	275.038025	0.917978	-0.046544	119
5412.991549	272.955109	0.903064	-0.047914	121
5414.998018	271.956116	0.873928	-0.046244	123
5417.017038	273.221710	0.854417	-0.043913	125
5419.041292	275.051056	0.846354	-0.043300	127
5421.059894	275.780487	0.844224	-0.044992	129
5423.066201	274.970062	0.841565	-0.046553	131
5425.067137	273.354248	0.829561	-0.046938	133
5427.070914	272.293213	0.808281	-0.046682	135
5429.081732	272.231049	0.789891	-0.046109	137
5431.096720	272.688507	0.777453	-0.045788	139
5433.113082	273.240845	0.768186	-0.045550	141
5435.128184	273.508881	0.759785	-0.045827	143
5437.141580	273.630280	0.751133	-0.045597	145
5439.153282	273.561188	0.742190	-0.045492	147
5441.162885	273.455414	0.731630	-0.045552	149
5443.170827	273.366760	0.720288	-0.045232	151
5445.178271	273.331421	0.707113	-0.044996	153
5447.187541	273.377075	0.693862	-0.044914	155
5449.201265	273.532623	0.682595	-0.044343	157
5451.222146	273.530762	0.672093	-0.043857	159
5453.246496	273.324921	0.663466	-0.043724	161
5455.267026	273.024323	0.659137	-0.043017	163
5457.277524	273.094696	0.656029	-0.041816	165
5459.279835	273.364319	0.648913	-0.041509	167
5461.280019	273.427460	0.635928	-0.041616	169
5463.282842	273.367554	0.619373	-0.041962	171
5465.292773	273.438904	0.607160	-0.041885	173
5467.307917	273.131622	0.595912	-0.041243	175
5469.326278	273.182281	0.588214	-0.040449	177
5471.346231	273.272369	0.581310	-0.039793	179
5473.363530	273.409973	0.574683	-0.039000	181
5475.379017	273.530731	0.567325	-0.038643	183
5477.391342	273.636322	0.560532	-0.038328	185
5479.403676	273.684875	0.551981	-0.037874	187
5481.412297	273.597626	0.544657	-0.037482	189
5483.419306	273.268097	0.537135	-0.037527	191
5485.422651	272.659027	0.528315	-0.037861	193
5487.425870	271.854706	0.518517	-0.038574	195
5489.431805	271.208618	0.506056	-0.038985	197
5491.440339	270.875366	0.493620	-0.038343	199
5493.455965	271.369812	0.484441	-0.037110	201
5495.477193	272.276093	0.477899	-0.035534	203
5497.500747	273.326965	0.472973	-0.034139	205
5499.525467	274.084320	0.468465	-0.033554	207
5501.543359	274.490021	0.464270	-0.033134	209
5503.553999	274.441528	0.459391	-0.033395	211
