time (s)	det(V)
5367.150287	0.009229	
5367.152078	0.007843	
5367.153560	-0.005503	
5367.155338	-0.017700	
5367.156819	-0.000781	
5367.158552	-0.025737	
5367.160089	-0.022256	
5367.161567	-0.013023	
5367.163169	0.002909	
5367.164653	-0.008572	
5367.166298	-0.001100	
5367.167783	0.008077	
5367.169425	0.001342	
5367.170942	-0.015706	
5367.172575	-0.010900	
5367.174051	-0.011803	
5367.175708	-0.025088	
5367.177187	-0.025266	
5367.178904	-0.013321	
5367.180389	0.002534	
5367.182091	-0.010421	
5367.183587	0.002196	
5367.185258	0.005684	
5367.186746	-0.006916	
5367.188400	-0.023489	
5367.189929	-0.004439	
5367.191636	-0.024694	
5367.193174	-0.024871	
5367.194855	-0.018087	
5367.196410	-0.001265	
5367.198099	-0.009027	
5367.199673	-0.001418	
5367.201326	0.008609	
5367.202912	0.000874	
5367.204541	-0.015646	
5367.206142	-0.010184	
5367.207769	-0.017833	
5367.209391	-0.017797	
5367.210974	-0.016556	
5367.212644	-0.003267	
5367.214210	0.001736	
5367.215900	-0.001301	
5367.217490	0.006405	
5367.219149	0.006413	
5367.220716	-0.008218	
5367.222402	-0.014933	
5367.223959	-0.003444	
5367.225659	-0.018949	
5367.227189	-0.022019	
5367.228915	0.001853	
5367.230396	0.009265	
5367.232164	-0.008524	
5367.233646	0.006788	
5367.235424	0.011521	
5367.236910	-0.000794	
5367.238713	-0.010316	
5367.240191	-0.000447	
5367.241946	-0.019328	
5367.243434	-0.017579	
5367.245161	-0.004975	
5367.246673	0.006369	
5367.248395	0.002244	
5367.249918	0.011235	
5367.251639	0.014603	
5367.253182	0.011050	
5367.254894	-0.006586	
5367.256441	-0.004798	
5367.258118	-0.011456	
5367.259680	-0.012641	
5367.261356	-0.005269	
5367.262936	0.011614	
5367.264593	0.009849	
5367.266211	0.015320	
5367.267707	0.015976	
5367.269373	0.024158	
5367.270850	0.001217	
5367.272481	-0.001289	
5367.273960	0.005616	
5367.275578	-0.006046	
5367.277070	-0.006175	
5367.278695	0.007009	
5367.280184	0.018550	
5367.281777	0.010055	
5367.283304	0.015312	
5367.284942	0.016633	
5367.286478	0.018740	
5367.288106	-0.011400	
5367.289667	-0.006727	
5367.291251	-0.016435	
5367.292863	-0.018506	
5367.294411	-0.018570	
5367.296037	-0.005861	
5367.297629	-0.008089	
5367.299292	-0.010739	
