time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5811.787829	90.030861	1.721466	0.100000	253
5813.813928	90.448326	1.224929	0.040424	255
5815.829631	91.021591	1.224038	0.034365	1
5817.831923	89.722969	1.227157	0.032643	3
5819.838661	88.951408	1.203798	0.035145	5
5821.855469	89.494293	1.179387	0.035064	7
5823.875959	90.064011	1.162429	0.032848	9
5825.894058	90.059715	1.146326	0.031459	11
5827.909284	89.829483	1.131272	0.030555	13
5829.922817	89.555916	1.116934	0.029936	15
5831.935628	89.331451	1.104679	0.029509	17
5833.946185	89.417229	1.097680	0.028957	19
5835.953623	90.025597	1.094260	0.028824	21
5837.959029	91.169189	1.083407	0.028064	23
5839.968073	91.799049	1.058998	0.025262	25
5841.987391	91.074707	1.032081	0.023166	27
5844.011727	89.190453	1.012315	0.023304	29
5846.026640	88.525612	1.016894	0.026680	31
5848.027533	90.776543	1.021121	0.027051	33
5850.031740	92.340492	0.993456	0.021526	35
5852.052565	91.157753	0.963475	0.018943	37
5854.077871	89.105064	0.949224	0.020946	39
5856.091325	88.945168	0.954615	0.023843	41
5858.093727	90.661095	0.953993	0.022634	43
5860.097334	91.859787	0.935309	0.019751	45
5862.108552	91.789215	0.914506	0.018202	47
5864.125237	91.362579	0.899296	0.018048	49
5866.142696	90.965034	0.886264	0.018176	51
5868.158389	90.806847	0.875376	0.018120	53
5870.172109	90.774765	0.865578	0.017667	55
5872.183984	90.812401	0.857261	0.017015	57
5874.193072	90.788582	0.849211	0.016026	59
5876.200882	90.546196	0.840056	0.015488	61
5878.208653	90.179642	0.825286	0.015071	63
5880.224060	90.124741	0.806906	0.015689	65
5882.246461	90.722717	0.790304	0.016384	67
5884.271028	91.424614	0.777089	0.015495	69
5886.287161	91.771347	0.771963	0.013491	71
5888.290508	91.278534	0.773315	0.011394	73
5890.289891	90.270729	0.765685	0.011843	75
5892.296719	89.811104	0.745736	0.013236	77
5894.316986	90.398308	0.726882	0.014113	79
5896.342992	91.136055	0.714191	0.013023	81
5898.364207	91.445038	0.704409	0.011616	83
5900.377699	91.349815	0.697108	0.010960	85
5902.386305	91.155670	0.690856	0.010586	87
5904.393912	90.991402	0.683281	0.010708	89
5906.402302	90.965981	0.674677	0.010553	91
5908.414007	90.965477	0.663568	0.010398	93
5910.427552	90.915955	0.652760	0.010196	95
5912.443364	90.731834	0.640096	0.010051	97
5914.461458	90.367699	0.627423	0.009829	99
5916.479722	89.892929	0.617016	0.010277	101
5918.494376	89.534447	0.610811	0.010838	103
5920.502509	89.808952	0.609491	0.011006	105
5922.502411	90.840775	0.607745	0.010442	107
5924.501348	91.997978	0.598742	0.008747	109
5926.508328	92.405479	0.584078	0.007250	111
5928.527763	91.991241	0.571118	0.006596	113
5930.553940	90.979553	0.557869	0.006639	115
5932.579709	89.926285	0.547669	0.007742	117
5934.597718	89.469933	0.542143	0.009342	119
5936.607608	89.756302	0.539056	0.009508	121
5938.610982	90.476654	0.536308	0.008448	123
5940.614969	91.067741	0.529564	0.007219	125
5942.619948	91.369553	0.520461	0.006127	127
5944.626341	91.430916	0.512475	0.005409	129
5946.637823	91.306107	0.502927	0.005129	131
5948.651324	91.168198	0.494355	0.005383	133
5950.666106	91.028061	0.485161	0.005475	135
5952.683276	90.985748	0.476114	0.005878	137
5954.704862	91.114822	0.465539	0.006221	139
5956.727778	91.297546	0.455347	0.006318	141
5958.746890	91.590477	0.446933	0.005829	143
5960.456666	90.958366	0.980577	-0.100000	145
