crossing time (s)	slope (V/s)	crossing number
5807.386630	23.658761	3580
5811.798883	97.290330	3581
5812.776575	95.941401	3582
5813.836329	93.888555	3583
5814.798752	91.960801	3584
5815.846298	93.102552	3585
5816.806292	87.430922	3586
5817.840024	89.823403	3587
5818.814029	86.418883	3588
5819.825812	86.598996	3589
5820.824893	86.169872	3590
5821.840390	83.979046	3591
5822.853361	87.623893	3592
5823.865247	82.606742	3593
5824.856026	84.349179	3594
5825.903572	82.410364	3595
5826.870918	82.002736	3596
5827.914859	80.006081	3597
5828.859274	80.054053	3598
5829.923532	78.240827	3599
5830.869590	76.890124	3600
5831.937557	76.122655	3601
5832.902402	74.257872	3602
5833.937622	73.453327	3603
5834.914912	72.747833	3604
5835.950609	73.105650	3605
5836.933678	70.579030	3606
5837.960796	70.209391	3607
5838.941931	69.483237	3608
5839.966212	68.924716	3609
5840.964130	68.661959	3610
5842.007531	66.606965	3611
5842.965586	66.663206	3612
5844.006238	63.288795	3613
5844.981019	64.809926	3614
5846.019592	63.846857	3615
5846.990458	62.666566	3616
5848.022468	62.714348	3617
5849.017701	61.593623	3618
5850.023097	60.817839	3619
5851.019026	60.328209	3620
5852.060120	57.896448	3621
5853.011727	58.845585	3622
5854.068503	56.727393	3623
5855.031572	58.157718	3624
5856.082478	54.117647	3625
5857.072478	54.795128	3626
5858.092696	55.174711	3627
5859.077569	53.347052	3628
5860.094188	54.664991	3629
5861.083760	52.602705	3630
5862.103667	51.796883	3631
5863.105287	50.754424	3632
5864.121080	50.684091	3633
5865.105673	50.058912	3634
5866.137858	49.306438	3635
5867.118575	47.894023	3636
5868.151432	47.742488	3637
5869.134226	47.144907	3638
5870.164218	46.255171	3639
5871.141925	46.537198	3640
5872.190650	45.184321	3641
5873.156669	44.171503	3642
5874.193122	44.877912	3643
5875.179295	43.097603	3644
5876.201244	42.714286	3645
5877.186297	42.364033	3646
5878.207090	42.504464	3647
5879.204388	41.413152	3648
5880.227192	41.200637	3649
5881.220828	40.731730	3650
5882.247495	38.349638	3651
5883.211036	39.864883	3652
5884.264119	38.647910	3653
5885.213234	37.360294	3654
5886.291393	38.831906	3655
5887.237222	35.930680	3656
5888.299996	37.524600	3657
5889.262497	36.524867	3658
5890.293644	35.892256	3659
5891.280933	34.754597	3660
5892.291344	34.147406	3661
5893.292365	34.161798	3662
5894.313563	33.724391	3663
5895.287589	33.471428	3664
5896.338932	32.652364	3665
5897.283121	32.687444	3666
5898.364227	30.961662	3667
5899.293285	31.511392	3668
5900.370375	30.240812	3669
5901.313538	30.131510	3670
5902.378645	30.104266	3671
5903.319972	29.642162	3672
5904.389491	29.368188	3673
5905.347986	29.838343	3674
5906.399106	28.511534	3675
5907.350032	28.428290	3676
5908.416265	27.514082	3677
5909.381945	27.226543	3678
5910.422555	27.200608	3679
5911.387417	26.526510	3680
5912.437237	26.231883	3681
5913.387443	26.161477	3682
5914.461247	24.816100	3683
5915.397723	25.453036	3684
5916.484014	24.049445	3685
5917.406630	24.812228	3686
5918.493689	23.360463	3687
5919.420034	23.655310	3688
5920.508479	23.244451	3689
5921.440844	23.478459	3690
5922.504029	23.588331	3691
5923.471636	22.308046	3692
5924.497705	23.066878	3693
5925.486868	22.407576	3694
5926.511740	21.860948	3695
5927.491307	22.262623	3696
5928.535772	21.681411	3697
5929.506079	21.744445	3698
5930.559646	19.771357	3699
5931.501314	20.737853	3700
5932.578977	19.730020	3701
5933.506238	20.310582	3702
5934.593270	19.237192	3703
5935.517802	18.045229	3704
5936.613781	18.872668	3705
5937.527538	19.029196	3706
5938.609838	19.345891	3707
5939.536672	18.339862	3708
5940.618475	18.140229	3709
5941.560912	17.147976	3710
5942.625601	17.753664	3711
5943.601806	17.833534	3712
5944.611361	17.351540	3713
5945.599659	16.388550	3714
5946.643027	16.967690	3715
5947.610200	15.801252	3716
5948.662652	16.415791	3717
5949.615484	16.252425	3718
5950.667797	15.810914	3719
5951.642335	14.898635	3720
5952.678955	14.809292	3721
5953.629245	15.713490	3722
5954.693385	13.892845	3723
5955.628974	14.779068	3724
5956.749939	10.629041	3725
5957.632130	13.217775	3726
5958.745966	13.205518	3727
5959.650605	13.600839	3728
5960.424866	44.836811	3729
5965.529368	76.094367	3730
