time (s)	magX	magY	magZ
2975.114969	-39.976620	-437.580353	-289.421387
2975.118307	-40.093510	-434.015167	-281.414368
2975.121636	-39.801285	-430.566925	-275.102295
2975.124971	-40.444183	-427.177094	-268.731750
2975.128303	-40.677963	-423.670380	-261.776733
2975.131639	-40.444183	-421.624817	-255.230850
2975.135913	-40.151958	-414.728210	-242.898895
2975.139255	-40.736408	-411.747498	-237.346573
2975.142552	-40.210403	-409.000580	-231.560486
2975.145815	-41.262421	-406.078339	-226.300400
2975.149161	-41.203976	-402.630035	-221.332550
2975.152061	-41.203976	-399.707764	-216.481598
2975.155396	-42.489773	-397.428406	-211.455292
2975.158728	-41.846874	-394.973694	-206.662781
2975.162056	-41.963764	-391.583862	-202.104050
2975.165437	-41.905319	-388.953827	-196.727066
2975.168300	-42.782001	-386.791351	-192.577438
2975.171629	-43.366451	-383.810638	-187.901810
2975.174964	-43.424900	-380.888367	-184.395081
2975.178322	-43.483345	-379.076538	-180.596130
2975.181649	-43.717125	-376.388062	-175.803619
2975.184962	-43.950905	-373.641144	-172.004669
2975.188298	-44.476913	-370.251312	-168.322617
2975.191638	-45.002922	-367.855042	-164.406769
2975.194968	-45.061367	-366.160126	-159.848053
2975.198300	-45.353596	-364.348328	-157.860901
2975.201625	-45.645821	-362.127411	-154.178848
2975.204967	-45.879601	-359.789581	-151.724136
2975.208295	-45.879601	-356.341309	-148.977203
2975.211627	-45.996494	-355.113953	-145.412033
2975.214965	-46.405609	-352.016357	-142.372879
2975.218293	-46.814728	-350.964355	-140.502625
2975.221639	-47.048508	-349.210968	-137.580353
2975.224960	-47.223846	-347.048523	-136.177673
2975.228289	-47.399181	-345.295135	-133.080063
2975.231631	-46.814728	-343.483337	-130.859146
2975.234957	-46.873173	-342.022217	-127.995323
2975.238295	-47.457626	-340.151947	-126.534187
2975.241625	-47.106953	-339.275299	-124.254822
2975.245884	-46.873173	-335.476318	-121.040329
2975.249220	-46.990063	-334.365875	-118.001160
2975.252503	-47.574516	-333.138519	-116.540039
2975.255811	-47.691406	-331.735840	-115.078903
2975.259133	-46.873173	-330.274689	-113.383987
2975.262048	-47.165401	-329.690247	-112.916420
2975.265384	-47.866745	-328.638214	-111.455284
2975.268726	-47.749855	-327.177094	-110.578606
2975.272069	-47.399181	-326.066650	-109.643486
2975.274954	-47.223846	-325.599060	-108.123901
2975.278286	-47.983635	-324.722382	-107.071892
2975.281686	-47.340736	-324.079498	-105.961433
2975.284966	-48.100525	-323.378143	-104.383400
2975.288286	-48.275860	-322.618347	-104.091179
2975.291621	-48.217415	-321.975433	-103.214493
2975.294983	-48.509644	-321.332550	-102.454712
2975.298282	-49.327877	-320.748077	-100.584457
2975.301624	-48.684978	-319.871429	-100.292229
2975.304950	-49.678551	-319.520752	-99.473991
2975.308293	-49.795441	-319.696106	-99.473991
2975.311613	-49.678551	-318.760956	-99.123314
2975.314956	-49.912331	-318.936310	-98.655754
2975.318288	-50.321449	-317.592041	-98.012856
2975.321621	-50.379898	-318.001160	-97.077736
2975.324952	-49.736996	-317.533600	-97.837517
2975.328289	-50.087666	-317.592041	-97.662186
2975.331642	-50.263004	-316.949158	-97.019287
2975.334953	-50.730568	-317.358276	-97.837517
2975.338284	-51.256573	-317.416718	-97.720627
2975.341617	-51.315022	-317.007599	-97.136177
2975.344948	-51.782585	-316.949158	-97.194626
2975.348281	-51.431911	-317.007599	-96.727058
2975.351665	-51.431911	-316.832245	-96.551720
2975.355830	-52.074806	-317.358276	-97.662186
2975.359123	-52.425480	-317.533600	-97.662186
2975.362465	-52.308590	-318.234955	-97.837517
2975.365808	-52.074806	-318.877838	-97.954407
2975.369154	-51.782585	-319.111633	-98.831093
2975.372076	-51.665695	-319.754517	-99.123314
2975.375431	-52.191700	-320.631226	-100.175331
2975.378727	-51.665695	-321.332550	-100.701347
2975.381659	-52.016365	-321.566345	-101.110458
2975.384938	-52.074806	-322.442993	-101.928696
2975.388275	-52.659260	-324.547058	-103.448273
2975.391612	-52.191700	-324.371704	-104.558739
2975.394947	-52.074806	-324.956146	-105.727646
2975.398279	-53.009933	-326.241974	-106.721207
2975.401611	-52.776154	-326.767975	-108.474579
2975.404943	-52.542370	-327.878418	-109.585037
2975.408280	-53.243713	-329.164246	-111.104622
2975.411610	-53.009933	-330.450043	-113.325539
2975.414945	-54.178841	-331.852722	-114.260658
