time (s)	det(V)
2975.114652	1.623252	
2975.116134	1.574513	
2975.117932	1.508372	
2975.119413	1.467932	
2975.121185	1.419693	
2975.122673	1.392844	
2975.124395	1.363043	
2975.125902	1.321430	
2975.127639	1.286674	
2975.129175	1.268514	
2975.130888	1.223949	
2975.132436	1.186260	
2975.134127	1.166940	
2975.135700	1.119100	
2975.137193	1.094567	
2975.138843	1.073805	
2975.140343	1.063211	
2975.141983	1.030529	
2975.143504	1.005956	
2975.145153	0.986093	
2975.146631	0.955373	
2975.148280	0.921035	
2975.149757	0.900515	
2975.151390	0.879830	
2975.152875	0.857178	
2975.154599	0.823763	
2975.156091	0.810784	
2975.157776	0.808907	
2975.159296	0.770054	
2975.160963	0.765739	
2975.162490	0.761566	
2975.164137	0.722439	
2975.165693	0.691155	
2975.167297	0.682748	
2975.168875	0.658187	
2975.170521	0.637490	
2975.172106	0.634150	
2975.173745	0.631633	
2975.175360	0.619197	
2975.176966	0.598387	
2975.178615	0.594145	
2975.180221	0.582000	
2975.181889	0.547195	
2975.183516	0.534143	
2975.185188	0.517325	
2975.186775	0.497453	
2975.188459	0.483032	
2975.190031	0.491633	
2975.191743	0.477183	
2975.193312	0.459357	
2975.195002	0.453778	
2975.196557	0.453448	
2975.198268	0.423413	
2975.199810	0.407662	
2975.201515	0.413934	
2975.203021	0.390312	
2975.204763	0.372068	
2975.206248	0.380100	
2975.208015	0.374747	
2975.209501	0.353699	
2975.211281	0.362924	
2975.212769	0.355975	
2975.214559	0.330886	
2975.216043	0.312900	
2975.217824	0.310386	
2975.219321	0.293592	
2975.221060	0.286003	
2975.222574	0.285548	
2975.224316	0.285918	
2975.225848	0.277555	
2975.227589	0.269491	
2975.229129	0.263348	
2975.230846	0.247951	
2975.232387	0.230057	
2975.234087	0.235931	
2975.235643	0.219399	
2975.237338	0.204014	
2975.238920	0.206085	
2975.240602	0.207229	
2975.242173	0.201855	
2975.243836	0.190902	
2975.245460	0.199466	
2975.246964	0.194838	
2975.248623	0.168388	
2975.250115	0.155461	
2975.251762	0.156021	
2975.253245	0.136758	
2975.254895	0.144113	
2975.256384	0.155106	
2975.258013	0.145205	
2975.259491	0.142852	
2975.261110	0.129233	
2975.262620	0.138268	
2975.264283	0.115689	
2975.265815	0.102936	
2975.267433	0.107617	
2975.268992	0.098299	
2975.270575	0.089465	
2975.272178	0.095036	
2975.273739	0.105333	
2975.275369	0.101554	
2975.277012	0.094017	
2975.278631	0.102714	
2975.280267	0.095927	
2975.281940	0.083004	
2975.283527	0.076921	
2975.285194	0.076027	
2975.286773	0.059784	
2975.288460	0.062556	
2975.290047	0.073646	
2975.291738	0.078105	
2975.293315	0.066016	
2975.295028	0.073018	
2975.296576	0.073944	
2975.298293	0.055345	
2975.299836	0.045685	
2975.301555	0.059938	
2975.303092	0.045770	
2975.304814	0.042442	
2975.306316	0.053996	
2975.308098	0.058741	
2975.309574	0.049311	
2975.311358	0.053585	
2975.312841	0.052622	
2975.314613	0.041762	
2975.316095	0.030063	
2975.317862	0.038902	
2975.319347	0.020859	
2975.321079	0.017358	
2975.322590	0.032638	
2975.324337	0.033363	
2975.325862	0.007517	
2975.327579	0.032452	
2975.329113	0.043877	
2975.330833	0.028629	
2975.332382	0.010164	
2975.334083	0.011110	
2975.335646	0.007739	
2975.337339	0.001116	
2975.338903	0.008447	
2975.340554	0.016673	
2975.342134	0.012625	
2975.343790	0.006703	
2975.345392	0.015763	
2975.347022	0.002896	
2975.348645	-0.003778	
2975.350248	-0.024899	
2975.351929	-0.027767	
2975.353540	-0.039747	
2975.355202	-0.039985	
2975.356692	-0.033951	
2975.358338	-0.026031	
2975.359826	-0.038333	
2975.361469	-0.026696	
2975.362949	-0.039103	
2975.364574	-0.045053	
2975.366063	-0.059736	
2975.367663	-0.053206	
2975.369187	-0.067652	
2975.370738	-0.074471	
2975.372321	-0.069504	
2975.373929	-0.060376	
2975.375528	-0.072199	
2975.377087	-0.067241	
2975.378704	-0.065718	
2975.380241	-0.072731	
2975.381926	-0.096196	
2975.383504	-0.101183	
2975.385170	-0.096007	
2975.386770	-0.113550	
2975.388421	-0.114884	
2975.389998	-0.105921	
2975.391698	-0.100873	
2975.393245	-0.114658	
2975.394968	-0.108321	
2975.396503	-0.111508	
2975.398196	-0.128121	
2975.399731	-0.141728	
2975.401477	-0.128652	
2975.402985	-0.149144	
2975.404738	-0.156262	
2975.406234	-0.150192	
2975.408025	-0.141011	
2975.409508	-0.152117	
2975.411268	-0.148717	
2975.412755	-0.151590	
2975.414520	-0.163739	
2975.416008	-0.180489	
2975.417771	-0.174027	
2975.419277	-0.191111	
2975.421031	-0.196884	
2975.422542	-0.190157	
2975.424251	-0.183784	
2975.425783	-0.187901	
2975.427485	-0.189021	
2975.429029	-0.193818	
2975.430725	-0.202020	
2975.432285	-0.225082	
2975.433946	-0.224829	
2975.435536	-0.229215	
2975.437205	-0.242855	
2975.438788	-0.240003	
2975.440448	-0.233006	
2975.442042	-0.237389	
2975.443682	-0.246738	
2975.445304	-0.247254	
2975.446919	-0.248644	
2975.448601	-0.269631	
2975.450192	-0.285402	
2975.451816	-0.287360	
2975.453417	-0.303095	
2975.455089	-0.307393	
2975.456665	-0.304303	
2975.458368	-0.303417	
2975.459931	-0.318910	
2975.461656	-0.313927	
2975.463130	-0.321403	
2975.464764	-0.346778	
2975.466251	-0.365397	
2975.467895	-0.367363	
2975.469397	-0.383532	
2975.470979	-0.398361	
2975.472541	-0.400765	
2975.474090	-0.400314	
2975.475680	-0.411453	
2975.477171	-0.418857	
2975.478795	-0.424420	
2975.480351	-0.436090	
2975.481978	-0.462548	
2975.483503	-0.480071	
2975.485176	-0.488752	
2975.486668	-0.509792	
2975.488366	-0.529301	
2975.489855	-0.534095	
2975.491585	-0.541253	
2975.493066	-0.563320	
2975.494778	-0.562692	
2975.496268	-0.575083	
2975.498048	-0.608627	
2975.499527	-0.636934	
2975.501308	-0.647049	
2975.502799	-0.676427	
2975.504584	-0.701073	
2975.506061	-0.710600	
2975.507843	-0.718447	
2975.509329	-0.745513	
2975.511083	-0.763125	
2975.512584	-0.778336	
2975.514328	-0.809878	
2975.515856	-0.849742	
2975.517598	-0.865718	
2975.519130	-0.894360	
2975.520840	-0.927859	
2975.522388	-0.944798	
2975.524110	-0.952686	
2975.525669	-0.984715	
2975.527355	-1.008764	
2975.528914	-1.025699	
2975.530600	-1.062614	
2975.532187	-1.105391	
2975.533849	-1.131458	
2975.535434	-1.163097	
2975.537079	-1.197430	
2975.538667	-1.222430	
2975.540309	-1.242120	
2975.541929	-1.267100	
2975.543530	-1.305881	
2975.545206	-1.331803	
2975.546788	-1.362499	
2975.548471	-1.411705	
2975.550063	-1.457249	
2975.551719	-1.480001	
2975.553292	-1.528796	
2975.555000	-1.561151	
2975.556552	-1.586123	
2975.558277	-1.610268	
2975.559816	-1.627655	
2975.561528	-1.629971	
2975.563060	-1.629991	
2975.564780	-1.630007	
2975.566283	-1.630060	
2975.568060	-1.630048	
2975.569536	-1.630076	
2975.571322	-1.630048	
2975.572803	-1.630132	
2975.574305	-1.630076	
2975.575854	-1.630080	
2975.577419	-1.630060	
2975.579011	-1.630136	
2975.580510	-1.630172	
2975.582188	-1.630027	
2975.583672	-1.630144	
2975.585296	-1.630225	
2975.586816	-1.630100	
2975.588453	-1.630168	
2975.589930	-1.630068	
2975.591655	-1.630100	
2975.593131	-1.630056	
2975.594831	-1.630120	
2975.596312	-1.630108	
2975.598015	-1.630084	
2975.599509	-1.630140	
2975.601228	-1.629991	
2975.602728	-1.630144	
2975.604427	-1.630068	
2975.605925	-1.630120	
2975.607651	-1.630023	
2975.609164	-1.630124	
2975.610867	-1.630060	
2975.612409	-1.630023	
2975.614116	-1.630096	
2975.615668	-1.630152	
2975.617378	-1.630068	
2975.618943	-1.630172	
2975.620633	-1.630108	
2975.622201	-1.630168	
2975.623872	-1.629983	
2975.625459	-1.630128	
2975.627107	-1.630003	
2975.628717	-1.630229	
2975.630349	-1.629987	
2975.631982	-1.630140	
2975.633630	-1.630052	
2975.635253	-1.630172	
2975.636875	-1.630112	
2975.638526	-1.630253	
2975.640110	-1.630128	
2975.641786	-1.630160	
2975.643355	-1.630120	
2975.645060	-1.630189	
2975.646636	-1.630104	
2975.648328	-1.630156	
2975.649891	-1.630088	
2975.651606	-1.630245	
2975.653169	-1.630136	
2975.654873	-1.630128	
2975.656417	-1.630052	
2975.658131	-1.630112	
2975.659643	-1.630088	
2975.661386	-1.630213	
2975.662865	-1.630136	
2975.664653	-1.630201	
2975.666146	-1.630108	
2975.667938	-1.630221	
2975.669419	-1.630156	
2975.671211	-1.630176	
2975.672698	-1.630188	
2975.674467	-1.630209	
2975.675964	-1.630237	
2975.677695	-1.630241	
2975.679224	-1.630197	
