time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4986.625446	109.770355	1.715413	-0.100000	229
4988.639092	91.904869	1.233404	-0.005430	231
4990.661861	91.213310	1.198955	-0.007016	233
4992.687203	89.692383	1.170494	-0.007532	235
4994.704854	88.888313	1.167111	-0.004468	237
4996.709738	90.069336	1.179926	-0.002624	239
4998.710292	91.942101	1.161705	-0.005634	241
5000.720873	92.325394	1.123604	-0.009592	243
5002.743950	91.414215	1.091559	-0.011589	245
5004.770568	89.918671	1.067776	-0.010572	247
5006.790459	89.258583	1.058895	-0.008526	249
5008.800262	89.812126	1.058437	-0.007583	251
5010.804686	90.740158	1.051326	-0.008372	253
5012.809817	91.277962	1.032502	-0.010238	255
5014.818425	91.314072	1.010675	-0.011380	1
5016.830241	91.102859	0.990426	-0.011798	3
5018.843576	90.871597	0.973862	-0.012235	5
5020.857360	90.568398	0.956834	-0.012213	7
5022.871022	90.291748	0.939988	-0.012271	9
5024.885774	90.110321	0.922268	-0.012363	11
5026.903472	90.196785	0.902816	-0.011940	13
5028.926118	90.682076	0.883574	-0.011476	15
5030.950274	91.431274	0.864434	-0.011722	17
5032.972348	91.941971	0.846340	-0.013151	19
5034.986847	91.996254	0.835725	-0.014666	21
5036.992591	91.579643	0.832414	-0.015448	23
5038.993209	90.692375	0.825098	-0.015356	25
5040.995394	89.819244	0.808682	-0.014155	27
5043.004945	89.359688	0.786749	-0.012657	29
5045.023666	89.746696	0.765816	-0.011933	31
5047.049051	90.605377	0.747709	-0.011708	33
5049.074519	91.233215	0.733107	-0.012446	35
5051.095265	91.410652	0.719091	-0.013186	37
5053.112446	91.270393	0.705460	-0.013566	39
5055.127442	90.993362	0.692256	-0.013253	41
5057.141458	90.753578	0.679313	-0.013118	43
5059.155715	90.489037	0.666931	-0.012767	45
5061.169548	90.303345	0.655337	-0.012229	47
5063.181239	90.173409	0.646328	-0.011722	49
5065.189171	90.236748	0.639734	-0.011222	51
5067.192704	90.607094	0.634477	-0.011042	53
5069.192312	91.129158	0.624874	-0.011620	55
5071.193475	91.636169	0.610466	-0.012323	57
5073.202064	91.882759	0.594258	-0.012955	59
5075.220180	91.811485	0.579131	-0.013477	61
5077.245060	91.455734	0.564789	-0.013820	63
5079.272984	90.824265	0.550606	-0.013316	65
5081.299878	90.205971	0.536085	-0.012502	67
5083.322126	89.841118	0.524492	-0.011325	69
5085.338511	89.783020	0.515430	-0.010224	71
5087.350212	89.993073	0.507500	-0.009754	73
5089.356923	90.283234	0.501024	-0.009790	75
5091.365515	90.545403	0.493706	-0.010337	77
5093.372302	90.688789	0.485258	-0.010379	79
5095.383026	90.770836	0.475084	-0.010592	81
5097.395835	90.772278	0.464648	-0.010569	83
5099.410754	90.840408	0.453071	-0.010202	85
5101.429940	90.879288	0.440885	-0.010056	87
5103.450148	91.084595	0.430093	-0.010139	89
