crossing time (s)	slope (V/s)	crossing number
4800.294352	111.180151	2606
4801.320720	104.754042	2607
4802.295228	97.958769	2608
4803.301613	93.616474	2609
4804.297410	90.415167	2610
4805.318141	94.121506	2611
4806.310918	91.633145	2612
4807.335016	97.118272	2613
4808.324499	93.822460	2614
4809.350612	89.955746	2615
4810.363048	89.841380	2616
4811.363441	81.488734	2617
4812.370905	82.352409	2618
4813.367999	78.167193	2619
4814.375337	80.052972	2620
4815.371858	77.805165	2621
4816.376472	77.859744	2622
4817.394741	77.557764	2623
4818.403764	75.532758	2624
4819.425484	75.350043	2625
4820.412785	71.944650	2626
4821.412405	71.912708	2627
4822.455752	69.309274	2628
4823.424202	70.276885	2629
4824.475257	67.530639	2630
4825.428195	65.574850	2631
4826.512175	65.622838	2632
4827.453237	61.731476	2633
4828.501147	62.845051	2634
4829.474770	57.886115	2635
4830.484503	61.101930	2636
4831.508453	57.664381	2637
4832.475675	57.441355	2638
4833.508193	57.005071	2639
4834.523608	52.649642	2640
4835.515977	55.911731	2641
4836.556525	49.429223	2642
4837.532756	53.510617	2643
4838.578570	48.629281	2644
4839.521217	50.849752	2645
4840.600868	47.836699	2646
4841.538183	48.274279	2647
4842.593622	47.799181	2648
4843.557167	46.952667	2649
4844.595686	47.878488	2650
4845.585937	45.030395	2651
4846.615831	45.063099	2652
4847.619690	42.639417	2653
4848.599331	42.805054	2654
4849.626406	40.328158	2655
4850.631523	40.241605	2656
4851.641009	38.454405	2657
4852.653236	38.247888	2658
4853.663824	37.854473	2659
4854.666658	36.935399	2660
4855.656090	37.012401	2661
4856.685792	35.284821	2662
4857.668985	36.087068	2663
4858.700684	34.299314	2664
4859.676176	33.649150	2665
4860.731525	32.201831	2666
4861.670453	33.012612	2667
4862.748106	30.795189	2668
4863.674547	30.224417	2669
4864.775632	29.759351	2670
4865.693755	29.337428	2671
4866.775176	28.121361	2672
4867.721372	28.282298	2673
4868.775794	27.511920	2674
4869.753169	27.602803	2675
4870.766481	27.162017	2676
4871.780785	26.667485	2677
4872.767416	25.789682	2678
4873.803035	24.992787	2679
4874.783374	25.269947	2680
4875.803234	25.033439	2681
4876.819276	23.746878	2682
