time (s)	det(V)
6602.041059	0.000919	
6602.042650	0.004145	
6602.044285	-0.008343	
6602.045905	-0.022409	
6602.047515	-0.015013	
6602.049196	-0.024971	
6602.050807	-0.026393	
6602.052470	-0.020137	
6602.054062	-0.003255	
6602.055720	-0.009877	
6602.057290	-0.000274	
6602.058992	0.003742	
6602.060543	0.002042	
6602.062241	-0.019018	
6602.063787	-0.009829	
6602.065489	-0.020282	
6602.067009	-0.024544	
6602.068751	-0.018679	
6602.070245	-0.004435	
6602.072016	-0.007940	
6602.073494	-0.002268	
6602.075256	0.002050	
6602.076736	-0.000999	
6602.078511	-0.016399	
6602.079991	-0.016983	
6602.081727	-0.020830	
6602.083232	-0.027735	
6602.084979	-0.026961	
6602.086503	-0.011908	
6602.088070	-0.006546	
6602.089647	-0.015722	
6602.091142	0.002208	
6602.092790	0.004633	
6602.094288	-0.007863	
6602.095923	-0.022752	
6602.097442	-0.008504	
6602.099076	-0.027022	
6602.100560	-0.026941	
6602.102296	-0.018873	
6602.103764	-0.003359	
6602.105493	-0.010836	
6602.106979	0.002055	
6602.108673	0.004274	
6602.110154	-0.001236	
6602.111843	-0.014369	
6602.113321	-0.018764	
6602.114999	-0.016814	
6602.116515	-0.027582	
6602.118250	-0.023848	
6602.119782	-0.012347	
6602.121514	-0.003086	
6602.123046	-0.008314	
6602.124743	0.006574	
6602.126297	0.000234	
6602.127996	-0.015573	
6602.129546	-0.023703	
6602.131222	-0.005797	
6602.132805	-0.024831	
6602.134468	-0.026285	
6602.136059	-0.016633	
6602.137709	-0.000757	
6602.139310	-0.010828	
6602.140954	0.001934	
6602.142571	0.005938	
6602.144174	-0.002848	
6602.145841	-0.017761	
6602.147415	-0.015380	
6602.149088	-0.024077	
6602.150658	-0.030212	
6602.152338	-0.014002	
6602.153904	-0.001752	
6602.155605	-0.010788	
6602.157147	0.001587	
6602.158871	0.007324	
6602.160413	0.000717	
6602.162115	-0.017467	
6602.163619	-0.006308	
6602.165358	-0.021358	
6602.166846	-0.032996	
6602.168620	-0.023578	
6602.170118	-0.005853	
6602.171899	-0.010063	
6602.173378	-0.002884	
6602.175152	-0.002997	
6602.176632	0.001305	
6602.178370	-0.015384	
6602.179874	-0.016230	
6602.181624	-0.016697	
6602.183146	-0.031227	
6602.184893	-0.020685	
6602.186421	-0.010977	
6602.188124	-0.004254	
6602.189654	-0.011150	
6602.191344	0.002667	
6602.192933	0.006659	
6602.194415	-0.007871	
6602.196058	-0.021624	
6602.197555	-0.010913	
6602.199211	-0.027441	
6602.200699	-0.024097	
6602.202338	-0.019960	
6602.203814	-0.004592	
6602.205455	-0.009257	
6602.206929	-0.003915	
6602.208556	0.002413	
6602.210038	0.000681	
6602.211739	-0.011875	
6602.213236	-0.019811	
6602.214876	-0.016544	
6602.216407	-0.025451	
6602.218046	-0.033302	
6602.219609	-0.010929	
6602.221206	-0.002961	
6602.222784	-0.012963	
6602.224355	0.004190	
6602.225954	0.003166	
6602.227587	-0.010462	
6602.229219	-0.022579	
6602.230837	-0.011513	
6602.232504	-0.024033	
6602.234091	-0.024126	
