time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6240.992999	225.657471	0.436602	-0.100000	159
6244.791249	258.668884	1.167963	-0.100000	161
6246.800910	258.148651	1.143492	-0.100000	163
6248.820886	259.789581	1.120222	-0.100000	165
6250.842549	262.289001	1.117231	-0.100000	167
6252.860853	263.033722	1.120523	-0.100000	169
6254.866339	261.615448	1.120351	-0.100000	171
6256.869150	259.575958	1.104718	-0.100000	173
6258.874190	258.125549	1.080172	-0.100000	175
6260.885334	258.025543	1.060908	-0.100000	177
6262.901280	258.609924	1.047041	-0.100000	179
6264.916907	259.283020	1.037753	-0.100000	181
6266.932151	259.911957	1.032385	-0.100000	183
6268.946483	260.195648	1.023773	-0.100000	185
6270.958678	260.070435	1.013217	-0.100000	187
6272.968678	259.747009	1.001329	-0.100000	189
6274.977065	259.416595	0.989730	-0.100000	191
6276.984942	259.112305	0.977776	-0.100000	193
6278.993065	259.001831	0.964028	-0.100000	195
6281.004322	259.178802	0.949424	-0.100000	197
6283.021097	259.419891	0.936271	-0.100000	199
6285.043548	259.456024	0.928063	-0.100000	201
6287.065118	259.630371	0.924850	-0.100000	203
6289.078201	259.894714	0.921394	-0.100000	205
6291.083270	259.889679	0.917348	-0.100000	207
6293.084375	259.637146	0.898371	-0.100000	209
6295.087687	259.175049	0.873587	-0.100000	211
6297.096591	258.580383	0.864214	-0.100000	213
6299.111948	258.692047	0.852859	-0.100000	215
6301.130299	258.740021	0.841110	-0.100000	217
6303.148797	259.132294	0.836973	-0.096950	219
6305.165966	259.461304	0.828813	-0.096063	221
6307.181147	259.720001	0.820462	-0.095330	223
6309.193697	259.900360	0.813323	-0.094648	225
6311.204522	259.919403	0.804502	-0.093815	227
6313.213002	259.697083	0.796333	-0.093722	229
6315.220073	259.160309	0.787758	-0.093917	231
6317.224447	258.353180	0.777331	-0.093768	233
6319.228439	257.276001	0.765025	-0.094378	235
6321.234823	256.361267	0.750863	-0.094903	237
6323.246348	256.141418	0.736833	-0.094909	239
6325.263548	256.984894	0.724737	-0.093580	241
6327.285706	258.609406	0.715812	-0.091681	243
6329.307601	260.306915	0.711288	-0.090052	245
6331.326017	261.100677	0.708800	-0.089041	247
6333.337299	260.665497	0.703410	-0.088240	249
6335.341503	259.663422	0.697885	-0.087501	251
6337.342575	258.438660	0.688221	-0.087261	253
6339.344940	257.347900	0.676823	-0.087069	255
6341.350000	256.666260	0.665466	-0.086974	1
6343.358083	256.360626	0.654782	-0.086746	3
6345.367606	256.309326	0.644512	-0.086533	5
6347.379306	256.520660	0.636003	-0.085295	7
6349.390391	256.653656	0.626483	-0.084407	9
6351.402955	256.933044	0.617704	-0.083376	11
6353.417578	257.321167	0.611120	-0.081979	13
6355.436629	257.575287	0.602143	-0.080559	15
6357.458283	257.815735	0.595856	-0.079640	17
6359.481108	258.134338	0.591176	-0.078438	19
6361.499580	258.449280	0.588182	-0.077499	21
6363.511836	258.610840	0.584820	-0.076785	23
6365.515925	258.581116	0.580011	-0.076678	25
6367.517499	258.058868	0.571947	-0.076581	27
6369.517705	257.379333	0.561418	-0.076412	29
6371.518748	256.754822	0.550193	-0.076358	31
6373.524437	256.346863	0.538437	-0.075578	33
6375.531183	256.135284	0.529450	-0.074827	35
6377.543875	256.108124	0.520522	-0.073371	37
6379.556876	256.145172	0.513613	-0.072264	39
6381.569954	256.313202	0.508525	-0.070553	41
6383.583147	256.282318	0.503186	-0.069488	43
6385.595476	256.219116	0.497960	-0.068980	45
6387.608108	256.128174	0.491925	-0.068317	47
6389.617324	255.918884	0.485742	-0.067120	49
6391.628569	257.636444	0.478061	-0.075747	51
6393.638448	256.294312	0.474022	-0.069355	53
6395.648785	255.450623	0.467867	-0.065321	55
6397.656817	255.084503	0.459377	-0.065335	57
6399.670232	255.017075	0.451926	-0.064619	59
6401.686889	255.438477	0.446131	-0.063267	61
6403.704743	256.312164	0.441143	-0.061445	63
6405.726304	257.525726	0.436653	-0.059737	65
6407.752425	258.766510	0.433380	-0.058625	67
6409.772467	259.850372	0.430593	-0.057567	69
6411.791976	278.723267	0.313414	-0.100000	71
