time (s)	det(V)
6243.644568	-1.630048	
6243.646053	-1.630100	
6243.647838	-1.629999	
6243.649321	-1.630072	
6243.651102	-1.630011	
6243.652593	-1.630011	
6243.654380	-1.629971	
6243.655863	-1.630092	
6243.657653	-1.630064	
6243.659143	-1.629999	
6243.660877	-1.630052	
6243.662379	-1.630039	
6243.664108	-1.630076	
6243.665627	-1.630068	
6243.667353	-1.629979	
6243.668887	-1.630052	
6243.670577	-1.630011	
6243.672133	-1.630205	
6243.673823	-1.630023	
6243.675382	-1.630112	
6243.677034	-1.630040	
6243.678617	-1.630132	
6243.680272	-1.630027	
6243.681878	-1.630197	
6243.683520	-1.630072	
6243.685119	-1.630088	
6243.686741	-1.630007	
6243.688364	-1.630261	
6243.689964	-1.630003	
6243.691641	-1.630120	
6243.693213	-1.629991	
6243.694896	-1.630177	
6243.696372	-1.630100	
6243.698004	-1.630148	
6243.699483	-1.630176	
6243.701115	-1.630080	
6243.702600	-1.630185	
6243.704216	-1.630052	
6243.705744	-1.630205	
6243.707293	-1.630096	
6243.708845	-1.630136	
6243.710349	-1.630023	
6243.711973	-1.630152	
6243.713527	-1.630112	
6243.715157	-1.630136	
6243.716689	-1.630060	
6243.718376	-1.630209	
6243.719864	-1.630019	
6243.721565	-1.630084	
6243.723049	-1.630076	
6243.724776	-1.630144	
6243.726320	-1.630076	
6243.728033	-1.630092	
6243.729560	-1.630019	
6243.731294	-1.630072	
6243.732787	-1.630088	
6243.734543	-1.630060	
6243.736026	-1.630088	
6243.737822	-1.630052	
6243.739302	-1.630104	
6243.741082	-1.630160	
6243.742564	-1.630120	
6243.744340	-1.630023	
6243.745821	-1.630096	
6243.747571	-1.630080	
6243.749065	-1.630088	
6243.750793	-1.630084	
6243.752320	-1.630112	
6243.754047	-1.630060	
6243.755578	-1.630112	
6243.757295	-1.630052	
6243.758834	-1.630160	
6243.760534	-1.629943	
6243.762080	-1.630156	
6243.763764	-1.630084	
6243.765342	-1.630148	
6243.767002	-1.630044	
6243.768592	-1.630136	
6243.770236	-1.629995	
6243.771826	-1.630132	
6243.773453	-1.630052	
6243.775084	-1.630136	
6243.776693	-1.629979	
6243.778350	-1.630080	
6243.779935	-1.630039	
6243.781598	-1.630080	
6243.783189	-1.630003	
6243.784858	-1.630092	
6243.786445	-1.629915	
6243.788149	-1.629971	
6243.789703	-1.629955	
6243.791402	-1.630007	
6243.792952	-1.629971	
