crossing time (s)	slope (V/s)	crossing number
4321.881812	131.165016	2142
4322.916493	127.807693	2143
4323.872854	123.384930	2144
4324.904098	131.161482	2145
4325.905612	123.546527	2146
4326.923716	120.669607	2147
4327.915677	118.854019	2148
4328.941380	116.599740	2149
4329.935528	115.628701	2150
4330.931290	113.099694	2151
4331.962973	106.116604	2152
4332.986145	106.113170	2153
4333.930873	103.664365	2154
4334.993158	102.279223	2155
4335.967118	98.312769	2156
4337.000312	99.395089	2157
4337.990724	93.061251	2158
4339.020816	95.331451	2159
4340.001216	89.563120	2160
4341.036868	89.371531	2161
4342.020607	85.404629	2162
4343.068405	86.198706	2163
4344.038047	80.670124	2164
4345.062485	82.999607	2165
4346.066769	76.344766	2166
4347.059417	76.972294	2167
4348.084002	74.825523	2168
4349.071384	71.701665	2169
4350.069994	72.855448	2170
4351.108188	66.496186	2171
4352.087731	66.978872	2172
4353.158830	65.958586	2173
4354.101252	61.607842	2174
4355.141950	65.515355	2175
4356.120544	58.490598	2176
4357.148688	59.770685	2177
4358.151353	58.339862	2178
4359.161328	54.454843	2179
4360.132488	54.819167	2180
4361.191563	53.082052	2181
4362.150123	49.397714	2182
4363.195917	52.218699	2183
4364.177696	47.693583	2184
4365.203029	45.993296	2185
4366.214107	46.039645	2186
4367.215615	43.897275	2187
4368.210880	43.629175	2188
4369.251725	41.135570	2189
4370.212397	41.079754	2190
4371.288810	39.802566	2191
4372.222154	38.142710	2192
4373.296918	38.607638	2193
4374.225574	35.482120	2194
4375.295870	35.818377	2195
4376.264852	33.867552	2196
4377.296990	33.981608	2197
4378.290184	33.405571	2198
4379.316597	33.409983	2199
4380.304708	30.866483	2200
4381.327650	30.223985	2201
4382.317445	29.327537	2202
4383.343266	28.448129	2203
4384.327787	28.800540	2204
4385.360900	26.748571	2205
4386.328836	26.837898	2206
4387.391272	24.693311	2207
4388.334003	24.703284	2208
4389.418757	23.389894	2209
4390.330001	23.268829	2210
4391.436249	21.169321	2211
4392.349252	21.992758	2212
4393.453633	20.868619	2213
4394.381485	20.265957	2214
4395.428840	21.252129	2215
4396.422122	18.360736	2216
4397.438046	19.484136	2217
4398.440360	17.571424	2218
4399.447788	18.216331	2219
4400.443410	18.650712	2220
4401.511085	15.453784	2221
4402.425298	16.176011	2222
4403.529590	14.816115	2223
4404.409777	15.365154	2224
4405.534535	13.729080	2225
4406.457649	12.958465	2226
4407.513695	13.712176	2227
4408.495153	13.197115	2228
4409.528052	14.086493	2229
4410.541816	13.424609	2230
4411.537475	11.549009	2231
4412.544800	12.866368	2232
4413.546647	11.385372	2233
4414.516868	11.336791	2234
4415.616454	10.282473	2235
4416.521706	10.863128	2236
4417.629949	9.249671	2237
4418.525914	9.911800	2238
4419.661095	10.133355	2239
4420.517773	9.822116	2240
4421.665677	8.669591	2241
4422.532868	8.881367	2242
4423.690284	8.772354	2243
4424.544989	8.656663	2244
4425.707082	7.928901	2245
4426.571691	7.906090	2246
4427.700583	7.065210	2247
4428.606820	7.077192	2248
4429.698729	7.755379	2249
4430.747862	6.401361	2250
4431.686536	6.809315	2251
4432.689262	8.116706	2252
4433.696994	5.947808	2253
