time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4877.708610	265.712860	0.908670	-0.100000	123
4882.021827	272.338074	1.161510	0.045937	125
4884.034198	272.469238	1.140242	0.045188	127
4886.048107	272.501709	1.118244	0.044528	129
4888.063368	272.414703	1.097749	0.043730	131
4890.079545	272.295105	1.075791	0.042574	133
4892.096429	272.142365	1.053633	0.041572	135
4894.113605	271.926941	1.032108	0.040623	137
4896.130878	271.729828	1.010737	0.040026	139
4898.147558	271.602753	0.990872	0.039464	141
4900.163612	271.538513	0.970199	0.039232	143
4902.178668	271.603668	0.952477	0.038732	145
4904.192606	271.702881	0.934694	0.038072	147
4906.206299	271.903992	0.916329	0.037676	149
4908.219674	272.045288	0.898697	0.036993	151
4910.232159	272.202972	0.881877	0.036597	153
4912.247055	272.320770	0.865314	0.035928	155
4914.261141	272.424072	0.847014	0.034823	157
4916.275908	272.523407	0.829985	0.033957	159
4918.290476	272.627747	0.812979	0.033326	161
4920.305264	272.665283	0.797436	0.032324	163
4922.319505	272.758179	0.781419	0.031519	165
4924.333580	272.806335	0.767116	0.030758	167
4926.346334	272.893524	0.753053	0.029732	169
4928.357883	272.903748	0.738556	0.028758	171
4930.367999	272.907196	0.724047	0.028147	173
4932.377295	272.957855	0.710055	0.027506	175
4934.387082	272.959656	0.695475	0.027027	177
4936.397089	272.975250	0.680320	0.026229	179
4938.407492	272.980743	0.665503	0.025597	181
4940.419052	273.028290	0.650255	0.025052	183
4942.431649	273.016113	0.635527	0.024338	185
4944.446548	272.943329	0.621186	0.023695	187
4946.463327	272.843781	0.606655	0.022994	189
4948.479853	272.756805	0.593014	0.022431	191
4950.499129	272.590424	0.580207	0.022034	193
4952.517816	272.388611	0.567295	0.021773	195
4954.535592	272.243896	0.554463	0.021291	197
4956.552950	272.202637	0.542771	0.020703	199
4958.568936	272.217163	0.531796	0.020337	201
4960.583897	272.317200	0.521359	0.020102	203
4962.597014	272.426575	0.510609	0.019699	205
4964.610012	272.592957	0.499830	0.019353	207
4966.623706	272.725006	0.489072	0.018738	209
4968.638372	272.859344	0.478101	0.018357	211
4970.652698	272.984070	0.467644	0.017840	213
4972.666382	273.036774	0.457356	0.017379	215
4974.680192	273.437256	0.424630	0.027366	217
4977.129261	22.958790	0.183087	0.100000	219
4977.653805	271.189423	0.026297	0.000563	221
4978.095961	145.105209	-0.007762	-0.017742	223
4978.841592	211.275803	0.013956	0.011258	225
4980.562199	180.190735	0.236671	-0.100000	227
